YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity,importance_Quantity_bf1mm,importance_0_cluster_bf1mm,importance_1_cluster_bf1mm,importance_2_cluster_bf1mm,importance_3_cluster_bf1mm,importance_4_cluster_bf1mm
2011-12-01,DOORMAT RED RETROSPOT,80,11,4,0,0,0,0,0,1,0,273,48,11,1,0,4,354.7791666666667,0.38,0.25,0.11,0.02,0.0,0.23
2011-12-01,DOORMAT RESPECTABLE HOUSE,15,2,2,0,0,0,0,0,1,0,142,11,4,1,0,2,154.07,0.22,0.19,0.12,0.16,0.0,0.31
2011-12-01,DOORMAT SPOTTY HOME SWEET HOME,22,8,1,0,0,0,0,0,1,0,170,32,10,1,0,3,262.73,0.26,0.32,0.12,0.15,0.0,0.15
2011-12-01,DOORMAT TOPIARY,14,4,1,0,0,1,0,0,1,0,28,13,2,0,0,2,100.19400000000002,0.3,0.39,0.21,0.0,0.0,0.11
2011-12-01,DOORMAT UNION FLAG,87,13,1,0,0,0,0,0,1,0,259,47,8,1,0,2,322.81199999999995,0.32,0.2,0.22,0.13,0.0,0.13
2011-12-01,DOORMAT UNION JACK GUNS AND ROSES,6,3,1,0,0,0,0,0,1,0,33,7,6,0,0,1,53.80316666666667,0.19,0.5,0.13,0.12,0.0,0.06
2011-12-01,DOORMAT VINTAGE LEAF,12,2,1,0,0,0,0,0,1,0,86,23,8,0,0,2,78.16,0.35,0.38,0.16,0.02,0.0,0.09
2011-12-01,DOORMAT VINTAGE LEAVES DESIGN ,23,3,0,0,0,0,0,0,1,0,25,4,0,0,0,0,82.63,0.37,0.35,0.12,0.07,0.0,0.09
2011-12-01,DOORMAT WELCOME PUPPIES,24,5,4,0,0,1,0,0,1,0,34,11,4,0,0,3,465.41,0.23,0.09,0.63,0.02,0.0,0.02
2011-12-01,DOORMAT WELCOME SUNRISE,1,1,0,0,0,0,0,0,1,0,39,10,4,0,0,0,78.04,0.27,0.28,0.42,0.0,0.0,0.04
2011-12-01,DOORMAT WELCOME TO OUR HOME,38,9,0,0,0,1,1,0,0,0,129,23,15,0,0,6,132.35861111111112,0.22,0.58,0.17,0.0,0.0,0.03
2011-12-01,DOORSTOP FOOTBALL DESIGN,1,1,0,0,0,0,0,0,1,0,13,5,0,0,0,2,12.6,0.2,0.58,0.18,0.0,0.0,0.04
2011-11-01,DOORSTOP RACING CAR DESIGN,8,2,1,0,0,1,1,0,0,0,5,0,0,0,0,2,10.691999999999998,0.52,0.36,0.1,0.0,0.0,0.02
2011-12-01,DOORSTOP RETROSPOT HEART,15,3,4,0,0,0,0,0,1,0,122,27,4,0,0,4,71.87,0.28,0.37,0.27,0.02,0.0,0.06
2011-12-01,DOTCOM POSTAGE,14,0,14,0,0,0,0,0,1,0,45,0,42,0,0,3,61.4525,0.58,0.0,0.41,0.0,0.0,0.01
2011-12-01,DOUGHNUT LIP GLOSS ,240,11,0,0,0,0,0,0,1,0,1711,44,10,1,0,1,903.93,0.21,0.23,0.2,0.06,0.0,0.29
2011-12-01,DOVE DECORATION PAINTED ZINC ,30,1,2,0,0,0,0,0,1,0,406,2,2,1,0,1,193.61,0.55,0.17,0.28,0.0,0.0,0.01
2011-12-01,DRAGONS BLOOD INCENSE,1,0,1,0,0,0,1,0,0,0,17,0,4,0,0,0,24.935333333333332,0.42,0.3,0.29,0.0,0.0,0.0
2011-12-01,DRAWER KNOB CERAMIC BLACK,30,3,0,0,0,0,0,0,1,0,81,7,4,0,0,0,140.47,0.47,0.21,0.1,0.01,0.0,0.21
2011-12-01,DRAWER KNOB CERAMIC IVORY,66,5,0,0,0,0,0,0,1,0,344,28,5,0,0,2,318.36,0.32,0.48,0.07,0.0,0.0,0.13
2011-12-01,DRAWER KNOB CERAMIC RED,24,2,0,0,0,0,0,0,1,0,78,8,2,0,0,0,119.89,0.2,0.49,0.19,0.01,0.0,0.11
2011-12-01,DRAWER KNOB CRACKLE GLAZE BLUE,26,4,1,0,0,0,0,0,1,0,14,2,1,0,0,0,73.14,0.38,0.33,0.07,0.04,0.0,0.18
2011-12-01,DRAWER KNOB CRACKLE GLAZE GREEN,30,3,1,0,0,1,0,0,1,0,104,15,2,0,0,0,167.56,0.4,0.25,0.24,0.03,0.0,0.08
2011-12-01,DRAWER KNOB CRACKLE GLAZE IVORY,30,2,1,0,0,1,0,0,1,0,77,6,3,0,0,1,102.2,0.38,0.34,0.09,0.07,0.0,0.12
2011-12-01,DRAWER KNOB CRACKLE GLAZE PINK,20,3,1,0,0,0,0,0,1,0,83,9,4,0,0,3,136.65,0.26,0.56,0.12,0.01,0.0,0.05
2011-12-01,DRAWER KNOB VINTAGE GLASS BALL,12,1,0,0,0,0,0,0,1,0,41,7,0,0,0,1,38.56,0.55,0.26,0.17,0.0,0.0,0.02
2011-11-01,DRAWER KNOB VINTAGE GLASS HEXAGON,48,4,1,0,0,0,0,0,1,0,19,2,1,0,0,1,35.12,0.52,0.42,0.06,0.0,0.0,0.0
2011-12-01,DRAWER KNOB VINTAGE GLASS STAR,24,1,0,0,0,0,0,0,1,0,37,6,2,0,0,2,69.18,0.53,0.25,0.1,0.0,0.0,0.11
2011-12-01,DROP DIAMANTE EARRINGS CRYSTAL,-6,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,1.9180476190476188,0.68,0.15,0.16,0.0,0.0,0.01
2011-12-01,DROP DIAMANTE EARRINGS GREEN,-6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2.144071428571428,0.75,0.0,0.16,0.0,0.0,0.09
2011-12-01,DROP DIAMANTE EARRINGS PURPLE,-6,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,2.398345238095238,0.33,0.29,0.1,0.0,0.0,0.28
2011-10-01,Dotcomgiftshop Gift Voucher ?0.00,2,0,2,0,0,0,0,0,1,0,5,0,4,0,0,0,5.85,0.42,0.0,0.58,0.0,0.0,0.0
2011-12-01,EASTER BUNNY GARLAND OF FLOWERS,8,1,1,0,0,0,1,0,0,0,7,1,1,0,0,0,39.395,0.33,0.23,0.44,0.0,0.0,0.0
2011-11-01,EASTER BUNNY HANGING GARLAND,12,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,2.321142857142857,0.45,0.3,0.18,0.0,0.0,0.07
2011-11-01,EASTER BUNNY WITH BASKET ON BACK,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,5.13,0.59,0.36,0.05,0.0,0.0,0.01
2011-12-01,EASTER CRAFT 4 CHICKS ,6,3,0,0,0,0,0,0,1,0,78,10,1,0,0,0,47.339,0.33,0.3,0.06,0.31,0.0,0.0
2011-12-01,EASTER DECORATION EGG BUNNY ,6,1,0,0,0,0,0,0,1,0,84,9,0,0,0,1,78.0,0.53,0.28,0.09,0.0,0.0,0.1
2011-12-01,EASTER DECORATION HANGING BUNNY,64,1,0,0,0,0,0,0,1,0,211,11,1,0,0,1,109.65,0.26,0.13,0.48,0.0,0.0,0.13
2011-11-01,EASTER DECORATION NATURAL CHICK,40,4,0,0,0,1,1,0,0,0,14,2,1,0,0,0,46.54,0.37,0.41,0.19,0.0,0.0,0.02
2011-11-01,EASTER DECORATION SITTING BUNNY,14,2,0,0,0,0,0,0,1,0,18,2,0,0,0,0,16.13,0.39,0.25,0.08,0.0,0.0,0.27
2011-11-01,EASTER TIN BUCKET,2,1,0,0,0,0,1,0,0,0,16,2,0,0,0,0,14.72,0.55,0.16,0.19,0.07,0.0,0.03
2011-12-01,EASTER TIN BUNNY BOUQUET,18,3,0,0,0,0,0,0,1,0,44,7,0,0,0,0,94.3,0.56,0.19,0.2,0.02,0.0,0.04
2011-12-01,EASTER TIN CHICKS IN GARDEN,6,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,22.71,0.56,0.28,0.15,0.0,0.0,0.0
2011-12-01,EASTER TIN CHICKS PINK DAISY,6,1,0,0,0,0,1,0,0,0,14,3,0,0,0,0,31.2555,0.44,0.27,0.12,0.0,0.0,0.17
2011-12-01,EASTER TIN KEEPSAKE,16,4,0,0,0,0,0,0,1,0,14,3,0,0,0,0,73.77333333333334,0.45,0.37,0.15,0.0,0.0,0.03
2011-12-01,EASTER TREE YELLOW BIRDS,2,1,0,0,0,0,0,0,1,0,7,2,1,0,0,0,3.6116666666666664,0.38,0.52,0.07,0.0,0.0,0.03
2011-12-01,EAU DE NIL LOVE BIRD CANDLE,78,2,2,0,0,0,1,0,0,0,8,2,1,0,0,0,11.200833333333332,0.68,0.16,0.16,0.0,0.0,0.0
2011-12-01,EAU DE NILE HEART SHAPE PHOTO FRAME,3,1,0,0,0,0,1,0,0,0,31,3,2,0,0,0,30.74,0.46,0.15,0.39,0.0,0.0,0.0
2011-11-01,EAU DE NILE JEWELLED PHOTOFRAME,19,2,0,0,0,1,0,0,1,0,19,4,0,0,0,0,52.65,0.63,0.23,0.09,0.0,0.0,0.05
2011-11-01,EAU DE NILE JEWELLED T-LIGHT HOLDER,10,1,0,0,0,0,1,0,0,0,30,2,0,0,0,0,3.7016666666666667,0.79,0.1,0.11,0.0,0.0,0.0
2011-12-01,ECONOMY HOLIDAY PURSE,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3.9391666666666674,0.3,0.31,0.39,0.0,0.0,0.0
2011-11-01,ECONOMY LUGGAGE TAG,20,6,2,0,0,3,0,0,1,0,13,0,5,0,0,3,14.15,0.27,0.15,0.55,0.0,0.0,0.04
2011-12-01,EDWARDIAN DROP EARRINGS JET BLACK,-3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1.811,0.39,0.13,0.4,0.0,0.0,0.08
2011-12-01,EDWARDIAN HEART PHOTO FRAME,3,1,1,0,0,0,0,0,1,0,23,4,4,0,0,0,20.21,0.45,0.26,0.26,0.0,0.0,0.02
2011-12-01,EDWARDIAN PARASOL BLACK,77,3,0,0,0,1,0,0,1,0,197,23,7,0,0,2,250.95783333333333,0.47,0.29,0.13,0.0,0.0,0.11
2011-12-01,EDWARDIAN PARASOL NATURAL,218,7,1,0,0,1,0,0,1,0,360,24,13,0,0,4,317.79,0.29,0.22,0.31,0.0,0.0,0.17
2011-12-01,EDWARDIAN PARASOL PINK,78,4,0,0,0,0,0,0,1,0,81,12,3,0,0,3,81.92533333333333,0.21,0.54,0.08,0.0,0.0,0.17
2011-12-01,EDWARDIAN PARASOL RED,80,4,0,0,0,0,0,0,1,0,119,21,7,0,0,3,139.15666666666667,0.1,0.27,0.1,0.0,0.0,0.53
2011-11-01,EDWARDIAN PHOTO FRAME,4,2,0,0,0,0,0,0,1,0,12,4,0,0,0,0,14.98,0.44,0.21,0.05,0.0,0.0,0.31
2011-11-01,EGG CUP HENRIETTA HEN CREAM ,167,11,10,0,0,0,0,0,1,0,258,9,3,0,0,2,57.8477857142857,0.49,0.34,0.13,0.0,0.0,0.04
2011-11-01,EGG CUP HENRIETTA HEN PINK,94,8,8,0,0,0,0,0,1,0,77,5,3,0,0,1,10.645,0.65,0.21,0.14,0.0,0.0,0.0
2011-11-01,EGG CUP MILKMAID HEIDI,185,15,15,0,0,0,0,0,1,0,407,18,10,0,0,2,114.36,0.43,0.26,0.3,0.0,0.0,0.01
2011-11-01,EGG CUP MILKMAID HELGA ,147,13,12,0,0,0,0,0,1,0,166,11,8,0,0,1,50.7,0.49,0.08,0.43,0.0,0.0,0.0
2011-11-01,EGG CUP MILKMAID INGRID,128,13,11,0,0,0,0,0,1,0,418,20,10,0,0,2,19.68,0.29,0.64,0.07,0.0,0.0,0.0
2011-12-01,EGG CUP NATURAL CHICKEN,51,2,1,0,0,1,0,0,1,0,108,8,2,0,0,3,83.65916666666666,0.2,0.16,0.38,0.0,0.0,0.26
2011-12-01,EGG FRYING PAN BLUE ,7,1,1,0,0,0,0,0,1,0,43,15,8,0,0,0,33.23,0.42,0.48,0.09,0.0,0.0,0.01
2011-11-01,EGG FRYING PAN IVORY ,52,20,6,0,0,1,0,0,1,0,35,10,2,0,0,0,50.55,0.18,0.3,0.18,0.0,0.0,0.34
2011-12-01,EGG FRYING PAN MINT ,4,1,0,0,0,0,0,0,1,0,41,15,4,0,0,0,17.51,0.53,0.34,0.09,0.0,0.0,0.04
2011-12-01,EGG FRYING PAN PINK ,7,1,1,0,0,0,0,0,1,0,28,11,10,0,0,1,38.19,0.24,0.18,0.47,0.0,0.0,0.1
2011-12-01,EGG FRYING PAN RED ,8,3,0,0,0,0,0,0,1,0,73,19,6,0,0,0,52.91,0.2,0.22,0.5,0.0,0.0,0.08
2011-11-01,EIGHT PIECE DINOSAUR SET,12,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,3.7158333333333333,0.49,0.12,0.39,0.0,0.0,0.0
2011-11-01,EIGHT PIECE SNAKE  SET,59,15,2,0,0,0,1,0,0,0,45,10,2,0,0,0,25.9025,0.37,0.3,0.31,0.0,0.0,0.02
2011-12-01,ELEPHANT BIRTHDAY CARD ,24,2,0,0,0,0,0,0,1,0,300,18,8,0,0,2,228.16,0.11,0.14,0.51,0.0,0.0,0.23
2011-12-01,ELEPHANT CARNIVAL POUFFE,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3.3308333333333335,0.4,0.13,0.13,0.0,0.0,0.33
2011-12-01,"ELEPHANT, BIRTHDAY CARD, ",48,4,0,0,0,0,1,0,0,0,49,4,1,0,0,0,95.34083333333332,0.23,0.36,0.25,0.07,0.0,0.08
2011-12-01,EMBOSSED GLASS TEALIGHT HOLDER,82,8,2,0,0,0,0,0,1,0,290,20,4,0,0,1,202.449,0.58,0.16,0.11,0.0,0.0,0.15
2011-11-01,EMBOSSED HEART TRINKET BOX,65,11,5,0,0,0,0,0,1,0,105,7,1,0,0,2,66.90833333333333,0.5,0.25,0.25,0.0,0.0,0.0
2011-11-01,EMBROIDERED RIBBON REEL CLAIRE,20,3,2,0,0,0,0,0,1,0,76,1,0,2,0,0,19.951666666666668,0.17,0.67,0.15,0.0,0.0,0.01
2011-11-01,EMBROIDERED RIBBON REEL DAISY ,49,11,6,0,0,0,0,0,1,0,242,17,1,1,0,1,171.57,0.33,0.44,0.21,0.01,0.0,0.01
2011-12-01,EMBROIDERED RIBBON REEL EMILY ,1,0,1,0,0,0,0,0,1,0,88,10,7,0,0,0,158.36,0.42,0.31,0.19,0.04,0.0,0.05
2011-12-01,EMBROIDERED RIBBON REEL RACHEL ,-6,1,0,0,0,0,0,0,1,0,27,8,3,0,0,0,84.345,0.57,0.33,0.0,0.08,0.0,0.02
2011-12-01,EMBROIDERED RIBBON REEL REBECCA ,7,1,1,0,0,0,0,0,1,0,20,2,6,0,0,0,33.153333333333336,0.31,0.48,0.1,0.05,0.0,0.06
2011-12-01,EMBROIDERED RIBBON REEL ROSIE,7,1,1,0,0,0,0,0,1,0,45,8,4,0,0,1,124.93,0.3,0.6,0.02,0.05,0.0,0.04
2011-11-01,EMBROIDERED RIBBON REEL RUBY ,14,7,2,0,0,0,0,0,1,0,93,6,0,1,0,0,62.72,0.59,0.41,0.0,0.0,0.0,0.0
2011-12-01,EMBROIDERED RIBBON REEL SALLY ,1,2,1,0,0,0,0,0,1,0,55,10,5,0,0,1,186.92,0.55,0.27,0.02,0.07,0.0,0.09
2011-11-01,EMBROIDERED RIBBON REEL SOPHIE  ,26,7,1,0,0,0,0,0,1,0,130,13,0,2,0,0,96.59,0.29,0.48,0.21,0.0,0.0,0.02
2011-12-01,EMBROIDERED RIBBON REEL SUSIE ,7,3,1,0,0,0,0,0,1,0,36,9,3,0,0,0,152.06,0.22,0.59,0.08,0.1,0.0,0.0
2011-12-01,EMERGENCY FIRST AID TIN ,8,1,6,0,0,0,0,0,1,0,98,9,15,0,0,5,56.98,0.21,0.36,0.24,0.0,0.0,0.18
2011-12-01,EMPIRE BIRTHDAY CARD,37,3,1,0,0,0,0,0,1,0,79,5,4,0,0,2,102.21433333333333,0.31,0.41,0.26,0.0,0.0,0.01
2011-11-01,EMPIRE DESIGN ROSETTE,14,1,1,0,0,0,0,0,1,0,20,2,0,0,0,0,26.047452380952386,0.76,0.1,0.11,0.0,0.0,0.02
2011-12-01,EMPIRE GIFT WRAP,75,3,0,0,0,0,0,0,1,0,325,11,1,0,0,0,344.4375,0.66,0.29,0.0,0.0,0.0,0.06
2011-12-01,EMPIRE TISSUE BOX,55,4,2,0,0,0,0,0,1,0,238,22,5,0,0,2,172.77083333333337,0.48,0.37,0.12,0.0,0.0,0.02
2011-12-01,EMPIRE UNION JACK TV DINNER TRAY,6,0,3,0,0,0,0,0,1,0,42,8,4,0,0,4,37.525,0.38,0.31,0.14,0.0,0.0,0.17
2011-11-01,ENAMEL BLUE RIM BISCUIT BIN,27,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0,3.418333333333334,0.34,0.23,0.4,0.0,0.0,0.03
2011-11-01,ENAMEL BLUE RIM COFFEE CONTAINER,11,3,0,0,0,0,1,0,0,0,3,1,1,0,0,0,15.53,0.36,0.22,0.27,0.0,0.0,0.15
2011-12-01,ENAMEL BREAD BIN CREAM,22,10,2,0,0,0,0,0,1,0,70,23,10,0,0,0,71.2344642857143,0.38,0.31,0.25,0.02,0.0,0.05
2011-12-01,ENAMEL COLANDER CREAM,15,1,0,0,0,1,0,0,1,0,41,9,3,0,0,1,37.98833333333333,0.57,0.35,0.04,0.0,0.0,0.04
2011-12-01,ENAMEL FIRE BUCKET CREAM,14,3,0,0,0,1,0,0,1,0,31,10,2,0,0,1,17.512,0.23,0.27,0.3,0.0,0.0,0.2
2011-12-01,ENAMEL FLOWER JUG CREAM,80,19,1,0,0,1,0,0,1,0,91,18,0,0,0,0,100.61,0.55,0.25,0.13,0.0,0.0,0.08
2011-12-01,ENAMEL MEASURING JUG CREAM,21,11,1,0,0,0,0,0,1,0,84,30,13,0,0,5,116.02866666666665,0.37,0.5,0.11,0.0,0.0,0.03
2011-12-01,ENAMEL PINK COFFEE CONTAINER,12,1,0,0,0,0,0,0,1,0,36,2,0,0,0,0,45.39833333333334,0.33,0.34,0.21,0.0,0.0,0.11
2011-12-01,ENAMEL PINK TEA CONTAINER,12,1,0,0,0,0,0,0,1,0,24,1,0,0,0,0,15.422,0.1,0.1,0.39,0.0,0.0,0.4
2011-12-01,ENAMEL WASH BOWL CREAM,22,5,0,0,0,1,1,0,0,0,85,12,10,0,0,1,75.72,0.29,0.14,0.52,0.0,0.0,0.05
2011-12-01,ENAMEL WATERING CAN CREAM,10,3,1,0,0,0,0,0,1,0,29,9,2,0,0,0,54.6575,0.46,0.32,0.2,0.0,0.0,0.03
2011-12-01,ENCHANTED BIRD COATHANGER 5 HOOK,66,3,0,1,0,0,0,0,1,0,110,21,9,1,0,3,74.78,0.19,0.46,0.35,0.0,0.0,0.01
2011-12-01,ENCHANTED BIRD PLANT CAGE,4,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,21.54,0.48,0.35,0.07,0.0,0.0,0.1
2011-12-01,ENGLISH ROSE GARDEN SECATEURS,37,2,1,0,0,0,0,0,1,0,87,8,1,0,0,0,78.61033333333333,0.49,0.16,0.3,0.0,0.0,0.05
2011-12-01,ENGLISH ROSE HOT WATER BOTTLE,32,7,1,0,0,2,0,0,1,0,323,49,16,0,0,4,180.65000000000003,0.27,0.22,0.2,0.04,0.0,0.26
2011-10-01,ENGLISH ROSE METAL WASTE BIN,4,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1.6313333333333333,0.61,0.39,0.0,0.0,0.0,0.0
2011-11-01,ENGLISH ROSE NOTEBOOK A6 SIZE,1,0,1,0,0,0,0,0,1,0,6,1,0,0,0,0,10.23,0.71,0.29,0.0,0.0,0.0,0.0
2011-12-01,ENGLISH ROSE NOTEBOOK A7 SIZE,76,3,4,0,0,0,0,0,1,0,530,33,17,0,0,2,308.14,0.36,0.3,0.26,0.0,0.0,0.08
2011-12-01,ENGLISH ROSE SCENTED HANGING FLOWER,11,1,2,0,0,0,0,0,1,0,15,3,3,0,0,0,42.2,0.45,0.18,0.37,0.0,0.0,0.0
2011-12-01,ENGLISH ROSE SMALL SCENTED FLOWER,2,0,2,0,0,0,0,0,1,0,56,9,1,0,0,0,13.54,0.43,0.14,0.43,0.0,0.0,0.0
2011-12-01,ENGLISH ROSE SPIRIT LEVEL ,16,2,1,0,0,0,1,0,0,0,123,16,4,0,0,3,113.87,0.33,0.23,0.33,0.0,0.0,0.11
2011-12-01,ENVELOPE 50 BLOSSOM IMAGES,18,1,4,0,0,0,0,0,1,0,28,2,2,0,0,0,53.76133333333333,0.46,0.24,0.09,0.01,0.0,0.2
2011-12-01,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,4,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,273.95,0.73,0.18,0.09,0.0,0.0,0.0
2011-12-01,ETCHED GLASS COASTER,54,2,0,0,0,0,0,0,1,0,18,2,0,0,0,0,81.4845,0.4,0.44,0.16,0.0,0.0,0.0
2011-12-01,EUCALYPTUS & PINECONE  WREATH,24,2,0,0,0,0,1,0,0,0,37,3,0,0,0,1,61.88,0.2,0.25,0.28,0.0,0.0,0.27
2011-12-01,FAIRY CAKE BIRTHDAY CANDLE SET,-4,1,0,0,0,0,0,0,1,0,10,6,1,0,0,0,21.70914285714286,0.48,0.41,0.1,0.0,0.0,0.01
2011-12-01,FAIRY CAKE DESIGN UMBRELLA,9,1,0,0,0,2,0,0,1,0,38,5,2,0,0,1,64.87666666666667,0.54,0.1,0.1,0.0,0.0,0.27
2011-12-01,FAIRY CAKE FLANNEL ASSORTED COLOUR,19,1,1,0,0,0,0,0,1,0,4541,58,9,0,0,4,3247.16,0.24,0.37,0.06,0.0,0.0,0.33
2011-01-01,FAIRY CAKE NOTEBOOK A5 SIZE,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,17.25,0.78,0.17,0.05,0.0,0.0,0.0
2011-12-01,FAIRY CAKES NOTEBOOK A6 SIZE,2,1,1,0,0,0,0,0,1,0,125,12,9,0,0,0,121.88,0.19,0.71,0.1,0.0,0.0,0.01
2011-12-01,FAIRY CAKES NOTEBOOK A7 SIZE,10,0,3,0,0,0,0,0,1,0,232,10,6,0,0,1,336.43,0.34,0.09,0.24,0.0,0.0,0.33
2011-12-01,FAIRY DREAMS INCENSE ,28,1,2,0,0,0,1,0,0,0,83,2,6,0,0,0,112.29,0.21,0.14,0.64,0.0,0.0,0.0
2011-12-01,FAIRY SOAP SOAP HOLDER,13,0,2,0,0,0,0,0,1,0,7,2,0,0,0,0,6.036666666666667,0.29,0.48,0.13,0.0,0.0,0.1
2011-12-01,FAIRY TALE COTTAGE NIGHT LIGHT,24,2,0,0,0,0,0,0,1,0,388,25,9,0,0,1,262.236,0.21,0.19,0.51,0.0,0.0,0.09
2011-12-01,FAIRY TALE COTTAGE NIGHTLIGHT,36,3,0,0,0,0,0,0,1,0,38,3,2,0,0,0,252.61,0.46,0.22,0.31,0.0,0.0,0.01
2011-12-01,FAMILY ALBUM WHITE PICTURE FRAME,47,10,3,0,0,2,0,0,1,0,129,31,9,0,0,4,74.165,0.27,0.22,0.42,0.0,0.0,0.09
2011-12-01,FAMILY PHOTO FRAME CORNICE,30,8,0,0,0,1,0,0,1,0,76,28,5,0,0,4,156.13,0.3,0.65,0.04,0.0,0.0,0.01
2011-10-01,FAN BLACK FRAME ,20,2,0,0,0,0,0,0,1,0,15,2,0,0,0,0,14.72,0.36,0.64,0.0,0.0,0.0,0.0
2011-12-01,"FANCY FONT BIRTHDAY CARD, ",52,4,3,0,0,0,0,0,1,0,358,27,10,0,0,0,381.140738095238,0.42,0.44,0.1,0.0,0.0,0.04
2011-12-01,FANCY FONTS BIRTHDAY WRAP,100,4,0,0,0,0,1,0,0,0,675,27,0,0,0,0,1115.9166666666667,0.29,0.61,0.0,0.0,0.0,0.09
2011-12-01,FANNY'S REST STOPMETAL SIGN,2,0,0,0,0,1,0,0,1,0,4,0,0,0,0,2,10.614440476190476,0.51,0.37,0.09,0.0,0.0,0.04
2011-12-01,FAUX FUR CHOCOLATE THROW,2,0,1,0,0,0,1,0,0,0,7,7,0,0,0,0,1.6916666666666667,0.31,0.06,0.55,0.0,0.0,0.08
2011-12-01,FAWN AND MUSHROOM GREETING CARD,13,1,1,0,0,0,1,0,0,0,4,0,1,0,0,0,52.1,0.36,0.31,0.33,0.0,0.0,0.0
2011-12-01,FAWN BLUE HOT WATER BOTTLE,22,5,0,0,0,0,0,0,1,0,466,70,19,1,0,3,315.4,0.28,0.44,0.16,0.05,0.0,0.06
2011-12-01,"FEATHER PEN,COAL BLACK",26,1,2,0,0,0,0,0,1,0,545,19,8,0,0,4,351.33,0.14,0.7,0.1,0.0,0.0,0.06
2011-12-01,"FEATHER PEN,HOT PINK",25,2,1,0,0,0,0,0,1,0,780,33,10,0,0,3,514.35,0.33,0.15,0.34,0.0,0.0,0.18
2011-12-01,"FEATHER PEN,LIGHT PINK",3,0,3,0,0,0,1,0,0,0,401,18,7,0,0,3,258.52,0.44,0.08,0.12,0.0,0.0,0.35
2011-12-01,FELT EGG COSY BLUE RABBIT ,1,0,1,0,0,0,0,0,1,0,50,9,5,0,0,1,101.34,0.27,0.55,0.11,0.0,0.0,0.07
2011-12-01,FELT EGG COSY CHICKEN,14,2,0,0,0,0,0,0,1,0,96,12,3,0,0,2,132.56366666666668,0.42,0.31,0.22,0.0,0.0,0.04
2011-12-01,FELT EGG COSY LADYBIRD ,6,0,1,0,0,0,0,0,1,0,19,5,4,0,0,2,26.34,0.4,0.13,0.42,0.0,0.0,0.04
2011-12-01,FELT EGG COSY WHITE RABBIT ,10,1,0,0,0,0,1,0,0,0,38,11,5,0,0,0,94.23252380952381,0.34,0.47,0.1,0.0,0.0,0.09
2011-12-01,FELT FARM ANIMAL CHICKEN,4,1,0,0,0,0,1,0,0,0,12,1,0,0,0,0,5.704166666666667,0.41,0.36,0.06,0.0,0.0,0.17
2011-12-01,FELT FARM ANIMAL HEN,17,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,35.37,0.68,0.07,0.09,0.0,0.0,0.16
2011-12-01,FELT FARM ANIMAL RABBIT,24,0,2,0,0,0,0,0,1,0,18,2,1,0,0,0,49.03,0.33,0.21,0.12,0.16,0.0,0.19
2011-12-01,FELT FARM ANIMAL SHEEP,13,0,2,0,0,0,0,0,1,0,5,1,1,0,0,0,20.17,0.6,0.1,0.24,0.0,0.0,0.06
2011-12-01,FELT FARM ANIMAL WHITE BUNNY ,5,0,2,0,0,0,1,0,0,0,61,2,1,0,0,0,51.917,0.37,0.39,0.13,0.0,0.0,0.12
2011-11-01,FELT TOADSTOOL  SMALL,119,8,2,0,0,0,0,0,1,0,6,1,2,0,0,0,16.255916666666664,0.44,0.24,0.27,0.0,0.0,0.05
2011-12-01,FELT TOADSTOOL LARGE,1,1,0,0,0,0,0,0,1,0,39,3,1,0,0,0,31.08,0.29,0.19,0.45,0.0,0.0,0.07
2011-12-01,FELTCRAFT 6 FLOWER FRIENDS,87,17,1,0,0,0,0,0,1,0,181,24,5,0,0,3,253.44,0.45,0.37,0.13,0.03,0.0,0.03
2011-12-01,FELTCRAFT BOY JEAN-PAUL KIT,6,2,0,0,0,0,0,0,1,0,48,12,3,0,0,2,33.97,0.31,0.4,0.21,0.0,0.0,0.08
2011-12-01,FELTCRAFT BUTTERFLY HEARTS,127,13,1,0,0,0,0,0,1,0,327,27,2,1,0,2,866.0875,0.41,0.15,0.02,0.4,0.0,0.02
2011-12-01,FELTCRAFT CHRISTMAS FAIRY,74,9,1,0,0,0,0,0,1,0,249,62,1,0,0,6,258.93,0.44,0.4,0.02,0.0,0.0,0.13
