YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity
2011-12-01,CHRISTMAS TREE STAR DECORATION,27,0,6,0,0,0,0,0,1,0,332.0,8.0,18.0,0.0,0.0,0.0,320.0
2011-12-01,CHRYSANTHEMUM  JOURNAL,1,0,1,0,0,0,1,0,0,0,25.0,9.0,2.0,0.0,0.0,1.0,11.0
2011-11-01,CHRYSANTHEMUM NOTEBOOK,58,11,10,0,0,0,1,0,0,0,21.0,3.0,3.0,0.0,0.0,0.0,16.0
2011-12-01,CHRYSANTHEMUM POCKET BOOK ,2,1,0,0,0,0,1,0,0,0,23.0,5.0,0.0,0.0,0.0,0.0,6.0
2011-12-01,CHRYSANTHEMUM SKETCHBOOK ,3,2,0,0,0,0,0,0,1,0,10.0,7.0,1.0,0.0,0.0,1.0,10.0
2011-12-01,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,0,1,0,0,0,0,0,1,0,5.0,3.0,1.0,0.0,0.0,0.0,4.0
2011-11-01,CINAMMON & ORANGE WREATH,22,12,0,0,0,0,1,0,0,0,8.0,4.0,0.0,0.0,0.0,0.0,7.0
2011-12-01,CINAMMON SET OF 9 T-LIGHTS,14,1,2,0,0,0,0,0,1,0,135.0,16.0,5.0,0.0,0.0,2.0,50.0
2011-12-01,CINDERELLA CHANDELIER ,-2,0,0,0,0,1,0,0,1,0,-7.0,2.0,0.0,0.0,0.0,0.0,7.0
2011-11-01,CINNAMON SCENTED VOTIVE CANDLE,336,8,0,0,0,0,1,0,0,0,132.0,5.0,0.0,0.0,0.0,0.0,101.0
2011-12-01,CIRCUS PARADE BABY GIFT SET,14,3,0,1,0,0,0,0,1,0,54.0,12.0,7.0,1.0,0.0,1.0,32.0
2011-12-01,CIRCUS PARADE CHILDRENS EGG CUP ,12,1,0,0,0,0,0,0,1,0,57.0,5.0,6.0,0.0,0.0,1.0,68.0
2011-12-01,CIRCUS PARADE LUNCH BOX ,38,3,2,0,0,0,0,0,1,0,352.0,17.0,23.0,1.0,0.0,2.0,288.0
2011-12-01,CITRONELLA CANDLE FLOWERPOT,38,6,0,0,0,1,0,0,1,0,35.0,11.0,3.0,0.0,0.0,0.0,34.0
2011-12-01,CITRONELLA CANDLE GARDEN POT,152,7,2,0,0,0,1,0,0,0,102.0,13.0,8.0,0.0,0.0,0.0,146.0
2011-12-01,CLAM SHELL SMALL ,6,1,0,0,0,0,1,0,0,0,7.0,1.0,1.0,0.0,0.0,0.0,26.0
2011-12-01,CLASSIC CAFE SUGAR DISPENSER,92,8,1,0,0,1,0,0,1,0,620.0,32.0,23.0,0.0,0.0,3.0,241.0
2011-11-01,CLASSIC CHROME BICYCLE BELL ,954,83,10,0,0,4,0,0,1,0,204.0,13.0,0.0,0.0,0.0,0.0,201.0
2011-12-01,CLASSIC FRENCH STYLE BASKET BROWN,3,1,0,0,0,0,0,0,1,0,50.0,9.0,3.0,0.0,0.0,2.0,50.0
2011-12-01,CLASSIC FRENCH STYLE BASKET GREEN ,8,3,0,0,0,0,0,0,1,0,13.0,3.0,0.0,0.0,0.0,0.0,28.0
2011-12-01,CLASSIC FRENCH STYLE BASKET NATURAL,23,3,1,0,0,0,1,0,0,0,4.0,1.0,1.0,0.0,0.0,0.0,20.0
2011-12-01,CLASSIC GLASS COOKIE JAR,43,8,4,0,0,1,0,0,1,0,220.0,44.0,10.0,0.0,0.0,2.0,206.0
2011-12-01,CLASSIC METAL BIRDCAGE PLANT HOLDER,24,7,2,0,0,0,0,0,1,0,68.0,22.0,0.0,0.0,0.0,1.0,68.0
2011-12-01,CLASSIC WHITE FRAME,3,1,0,0,0,0,1,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,5.0
2011-12-01,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,75,3,2,0,0,0,0,0,1,0,812.0,26.0,17.0,1.0,0.0,5.0,611.0
2011-12-01,CLEAR LOVE BIRD T-LIGHT HOLDER,7,0,1,0,0,0,0,0,1,0,6.0,1.0,1.0,0.0,0.0,1.0,9.0
2011-12-01,CLOCK MAGNET MUM'S KITCHEN,3,1,1,0,0,0,0,0,1,0,43.0,2.0,3.0,1.0,0.0,1.0,19.0
2011-12-01,CLOTHES PEGS RETROSPOT PACK 24 ,241,8,2,0,0,1,0,0,1,0,605.0,51.0,17.0,1.0,0.0,6.0,563.0
2011-12-01,COCKLE SHELL DISH,1,0,1,0,0,0,1,0,0,0,16.0,1.0,4.0,0.0,0.0,1.0,23.0
2011-12-01,COCKTAIL SWORDS 50 PIECES,1,2,1,0,0,0,0,0,1,0,71.0,8.0,7.0,0.0,0.0,1.0,79.0
2011-12-01,COFFEE MUG APPLES DESIGN,38,6,0,0,0,0,0,0,1,0,236.0,22.0,3.0,0.0,0.0,0.0,247.0
2011-12-01,COFFEE MUG BLUE PAISLEY DESIGN,11,1,2,0,0,0,0,0,1,0,22.0,4.0,1.0,0.0,0.0,1.0,37.0
2011-12-01,COFFEE MUG CAT + BIRD DESIGN,114,5,1,0,0,0,0,0,1,0,136.0,19.0,9.0,0.0,0.0,0.0,192.0
2011-12-01,COFFEE MUG DOG + BALL DESIGN,14,3,2,0,0,0,0,0,1,0,79.0,13.0,6.0,0.0,0.0,0.0,80.0
2011-12-01,COFFEE MUG PEARS  DESIGN,26,5,0,0,0,0,0,0,1,0,203.0,21.0,1.0,0.0,0.0,1.0,209.0
2011-12-01,COFFEE MUG PINK PAISLEY DESIGN,12,1,0,0,0,0,0,0,1,0,22.0,3.0,0.0,0.0,0.0,1.0,22.0
2011-12-01,COFFEE SCENT PILLAR CANDLE,1,0,1,0,0,0,0,0,1,0,49.0,7.0,6.0,0.0,0.0,0.0,16.0
2011-12-01,COLOUR GLASS T-LIGHT HOLDER HANGING,604,17,2,0,0,0,0,0,1,0,1836.0,38.0,15.0,1.0,0.0,4.0,1934.0
2011-12-01,COLOUR GLASS. STAR T-LIGHT HOLDER,628,8,0,0,0,2,0,0,1,0,457.0,17.0,3.0,0.0,0.0,5.0,143.0
2011-12-01,COLOURING PENCILS BROWN TUBE,233,5,8,0,0,0,0,0,1,0,240.0,12.0,9.0,0.0,0.0,3.0,288.0
2011-11-01,COLUMBIAN CANDLE RECTANGLE,94,9,0,0,0,0,1,0,0,0,31.0,4.0,0.0,0.0,0.0,0.0,24.0
2011-12-01,COLUMBIAN CANDLE ROUND,1,0,1,0,0,0,1,0,0,0,39.0,13.0,2.0,0.0,0.0,0.0,14.0
2011-11-01,COLUMBIAN CANDLE ROUND ,18,4,0,0,0,0,1,0,0,0,4.0,2.0,0.0,0.0,0.0,0.0,11.0
2011-10-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,4,3,0,0,0,0,1,0,0,0,7.0,2.0,0.0,0.0,0.0,0.0,4.0
2011-12-01,COOK WITH WINE METAL SIGN ,124,14,2,0,0,1,0,0,1,0,1378.0,40.0,6.0,4.0,0.0,4.0,972.0
2011-09-01,COOKING SET RETROSPOT,2,1,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
2011-12-01,COPPER/OLIVE GREEN FLOWER NECKLACE,2,0,2,0,0,0,1,0,0,0,3.0,1.0,1.0,0.0,0.0,0.0,5.0
2010-12-01,CORONA MEXICAN TRAY,115,8,10,0,0,0,0,0,1,0,11.0,3.0,2.0,0.0,0.0,0.0,9.0
2011-12-01,COSMETIC BAG VINTAGE ROSE PAISLEY,8,1,2,0,0,0,1,0,0,0,27.0,9.0,4.0,0.0,0.0,1.0,87.0
2011-12-01,COSY HOUR CIGAR BOX MATCHES ,8,2,0,0,0,0,0,0,1,0,319.0,31.0,1.0,0.0,0.0,0.0,290.0
2011-10-01,COSY HOUR GIANT TUBE MATCHES,28,3,0,0,0,0,1,0,0,0,7.0,3.0,0.0,0.0,0.0,0.0,36.0
2011-11-01,COSY SLIPPER SHOES LARGE GREEN,6,4,0,0,0,0,1,0,0,0,10.0,3.0,0.0,0.0,0.0,0.0,15.0
2011-11-01,COSY SLIPPER SHOES SMALL  RED ,2,1,0,0,0,0,1,0,0,0,4.0,2.0,0.0,0.0,0.0,0.0,4.0
2011-12-01,COSY SLIPPER SHOES SMALL GREEN,1,0,1,0,0,0,1,0,0,0,53.0,9.0,20.0,0.0,0.0,2.0,48.0
2011-12-01,COTTON APRON PANTRY DESIGN,56,4,1,0,0,0,0,0,1,0,49.0,15.0,4.0,0.0,0.0,1.0,36.0
2011-12-01,COWBOYS AND INDIANS BIRTHDAY CARD ,144,5,0,1,0,1,0,0,1,0,332.0,18.0,9.0,1.0,0.0,3.0,366.0
2011-12-01,CRAZY DAISY HEART DECORATION,6,0,3,0,0,0,1,0,0,0,29.0,4.0,3.0,0.0,0.0,2.0,37.0
2011-12-01,CREAM CUPID HEARTS COAT HANGER,19,3,0,0,0,0,0,0,1,0,278.0,17.0,4.0,3.0,0.0,1.0,155.0
2011-12-01,CREAM FELT EASTER EGG BASKET,1,0,1,0,0,0,1,0,0,0,60.0,3.0,1.0,0.0,0.0,0.0,27.0
2011-12-01,CREAM HEART CARD HOLDER,101,9,2,0,0,2,0,0,1,0,141.0,41.0,6.0,0.0,0.0,2.0,411.0
2011-11-01,CREAM SLICE FLANNEL CHOCOLATE SPOT ,88,7,1,0,0,0,1,0,0,0,5.0,1.0,2.0,0.0,0.0,0.0,10.0
2011-12-01,CREAM SLICE FLANNEL PINK SPOT ,6,1,0,0,0,0,0,0,1,0,137.0,10.0,6.0,0.0,0.0,0.0,39.0
2011-12-01,CREAM SWEETHEART EGG HOLDER,5,2,0,0,0,0,0,0,1,0,8.0,3.0,0.0,0.0,0.0,0.0,13.0
2011-12-01,CREAM SWEETHEART LETTER RACK,1,0,0,0,0,1,1,0,0,0,-1.0,1.0,0.0,0.0,0.0,0.0,8.0
2011-12-01,CREAM SWEETHEART MINI CHEST,28,15,2,0,0,0,0,0,1,0,112.0,41.0,9.0,0.0,0.0,3.0,157.0
2011-12-01,CREAM WALL PLANTER HEART SHAPED,10,4,1,0,0,0,0,0,1,0,14.0,6.0,2.0,0.0,0.0,0.0,20.0
2011-12-01,CROCHET ROSE PURSE WITH SUEDE BACK,1,0,1,0,0,0,0,0,1,0,13.0,2.0,1.0,0.0,0.0,0.0,3.0
2011-12-01,CRYSTAL DIAMANTE STAR BROOCH,5,0,2,0,0,0,1,0,0,0,5.0,2.0,3.0,0.0,0.0,0.0,4.0
2011-12-01,CRYSTAL FROG PHONE CHARM,1,0,1,0,0,0,1,0,0,0,7.0,0.0,2.0,0.0,0.0,3.0,7.0
2011-12-01,CRYSTAL PAIR HEART HAIR SLIDES,-1,0,2,0,0,1,0,0,1,0,6.0,0.0,4.0,0.0,0.0,0.0,2.0
2011-12-01,CRYSTAL SEA HORSE PHONE CHARM,1,0,1,0,0,0,1,0,0,0,4.0,0.0,1.0,0.0,0.0,2.0,8.0
2011-12-01,CUBIC MUG FLOCK BLUE ON BROWN,6,1,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,36.0
2011-12-01,CUBIC MUG FLOCK PINK ON BROWN,6,0,0,0,0,1,1,0,0,0,9.0,1.0,2.0,0.0,0.0,0.0,18.0
2011-12-01,CUBIC MUG PINK POLKADOT,8,1,1,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,30.0
2011-12-01,CUPBOARD 3 DRAWER MA CAMPAGNE,5,4,1,0,0,0,0,0,1,0,10.0,9.0,0.0,0.0,0.0,1.0,12.0
2011-12-01,CUPCAKE LACE PAPER SET 6,180,5,0,0,0,0,0,0,1,0,447.0,20.0,2.0,0.0,0.0,2.0,193.0
2011-12-01,CUPID DESIGN SCENTED CANDLES,12,1,0,0,0,0,0,0,1,0,20.0,2.0,2.0,0.0,0.0,0.0,6.0
2011-12-01,CURIOUS  IMAGES NOTEBOOK SET,1,1,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,43.0
2011-12-01,CURIOUS IMAGES GIFT WRAP SET,15,1,3,0,0,0,0,0,1,0,50.0,12.0,9.0,0.0,0.0,0.0,160.0
2011-11-01,CUSHION COVER PINK UNION JACK,8,3,1,0,0,1,1,0,0,0,7.0,3.0,1.0,0.0,0.0,0.0,15.0
2011-12-01,CUT GLASS T-LIGHT HOLDER OCTAGON,2,2,0,0,0,0,1,0,0,0,87.0,11.0,1.0,0.0,0.0,0.0,27.0
2011-12-01,CUTE CATS TAPE,9,0,2,0,0,0,1,0,0,0,19.0,3.0,3.0,0.0,0.0,0.0,94.0
2011-12-01,DAIRY MAID LARGE MILK JUG,19,3,3,0,0,0,0,0,1,0,30.0,13.0,3.0,0.0,0.0,0.0,22.0
2011-11-01,DAIRY MAID STRIPE MUG,144,4,0,0,0,0,1,0,0,0,84.0,2.0,0.0,0.0,0.0,1.0,152.0
2011-12-01,DAIRY MAID TOASTRACK,1,0,1,0,0,0,1,0,0,0,54.0,7.0,0.0,0.0,0.0,4.0,86.0
2011-12-01,DAIRY MAID TRADITIONAL TEAPOT ,22,3,4,0,0,0,0,0,1,0,12.0,8.0,1.0,0.0,0.0,0.0,20.0
2011-12-01,DAISIES  HONEYCOMB GARLAND ,41,2,2,0,0,0,0,0,1,0,44.0,7.0,3.0,0.0,0.0,0.0,59.0
2011-12-01,DAISY GARDEN MARKER,10,2,1,0,0,0,1,0,0,0,15.0,1.0,4.0,0.0,0.0,0.0,32.0
2011-12-01,DAISY HAIR BAND,-12,0,0,0,0,1,0,0,1,0,11.0,0.0,7.0,0.0,0.0,0.0,5.0
2011-11-01,DAISY JOURNAL ,16,9,0,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,10.0
2011-12-01,DAISY NOTEBOOK ,3,0,1,0,0,0,0,0,1,0,37.0,5.0,12.0,0.0,0.0,0.0,32.0
2011-11-01,DAISY SKETCHBOOK ,24,5,0,0,0,1,0,0,1,0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
2011-12-01,DANISH ROSE DECORATIVE PLATE,30,2,0,0,0,0,0,0,1,0,23.0,7.0,0.0,0.0,0.0,0.0,33.0
2011-12-01,DANISH ROSE DELUXE COASTER,24,1,0,0,0,0,0,0,1,0,101.0,6.0,0.0,0.0,0.0,0.0,38.0
2011-12-01,DANISH ROSE PHOTO FRAME,55,4,0,0,0,0,0,0,1,0,54.0,3.0,0.0,0.0,0.0,0.0,190.0
2011-11-01,DANISH ROSE ROUND SEWING BOX,6,2,0,0,0,0,0,0,1,0,6.0,2.0,0.0,0.0,0.0,0.0,61.0
2011-12-01,DANISH ROSE TRINKET TRAYS,2,1,0,0,0,0,0,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,62.0
2011-12-01,DARK BIRD HOUSE TREE DECORATION,29,1,2,0,0,0,0,0,1,0,466.0,22.0,17.0,0.0,0.0,2.0,407.0
2011-12-01,DECORATION  BUTTERFLY  MAGIC GARDEN,26,2,3,0,0,0,1,0,0,0,51.0,3.0,6.0,0.0,0.0,0.0,107.0
2011-12-01,DECORATION  PINK CHICK MAGIC GARDEN,19,2,3,0,0,0,1,0,0,0,30.0,4.0,1.0,0.0,0.0,0.0,37.0
2011-11-01,"DECORATION , WOBBLY RABBIT , METAL ",14,1,1,0,0,0,0,0,1,0,13.0,1.0,1.0,0.0,0.0,0.0,16.0
2011-12-01,DECORATION SITTING BUNNY,17,1,3,0,0,0,0,0,1,0,50.0,0.0,1.0,0.0,0.0,1.0,151.0
2011-12-01,DECORATION WHITE CHICK MAGIC GARDEN,26,2,3,0,0,0,0,0,1,0,25.0,2.0,1.0,0.0,0.0,0.0,30.0
2011-12-01,DECORATION WOBBLY CHICKEN,40,3,1,0,0,0,0,0,1,0,90.0,6.0,0.0,0.0,0.0,1.0,35.0
2011-12-01,DECORATION WOBBLY RABBIT METAL ,16,1,1,0,0,0,0,0,1,0,86.0,7.0,2.0,0.0,0.0,1.0,136.0
2011-12-01,DECORATIVE CATS BATHROOM BOTTLE,112,1,3,0,0,1,0,0,1,0,64.0,8.0,16.0,0.0,0.0,0.0,46.0
2011-12-01,DECORATIVE FLORE BATHROOM BOTTLE,44,3,2,0,0,0,1,0,0,0,100.0,7.0,9.0,0.0,0.0,2.0,27.0
2011-12-01,DECORATIVE PLANT POT WITH FRIEZE,4,2,0,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,10.0
2011-12-01,DECORATIVE ROSE BATHROOM BOTTLE,26,1,3,0,0,0,0,0,1,0,173.0,4.0,7.0,0.0,0.0,2.0,188.0
2011-12-01,DECORATIVE WICKER HEART LARGE,51,5,0,0,0,0,0,0,1,0,357.0,58.0,3.0,0.0,0.0,3.0,295.0
2011-12-01,DECORATIVE WICKER HEART MEDIUM,36,3,0,0,0,0,0,0,1,0,507.0,54.0,3.0,0.0,0.0,3.0,335.0
2011-12-01,DECORATIVE WICKER HEART SMALL,48,1,0,0,0,0,0,0,1,0,318.0,21.0,8.0,0.0,0.0,0.0,315.0
2011-12-01,"DECOUPAGE,GREETING CARD,",12,1,0,0,0,0,0,0,1,0,24.0,1.0,0.0,0.0,0.0,1.0,17.0
2011-12-01,DELUXE SEWING KIT ,9,5,1,0,0,1,0,0,1,0,182.0,18.0,20.0,1.0,0.0,7.0,87.0
2011-12-01,DENIM PATCH PURSE PINK BUTTERFLY,11,1,3,0,0,0,1,0,0,0,11.0,1.0,1.0,0.0,0.0,0.0,15.0
2011-11-01,DIAMANTE BOW BROOCH GREEN COLOUR,2,1,1,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
2011-12-01,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,-6,0,0,0,0,1,1,0,0,0,7.0,0.0,6.0,0.0,0.0,0.0,6.0
2011-12-01,DIAMANTE HAIR GRIP PACK/2 PERIDOT,-6,0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
2011-12-01,DIAMANTE HAIR GRIP PACK/2 RUBY,-5,0,1,0,0,1,1,0,0,0,4.0,0.0,3.0,0.0,0.0,0.0,3.0
2011-12-01,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,0,1,0,0,0,0,0,1,0,21.0,4.0,12.0,0.0,0.0,0.0,21.0
2011-12-01,DINOSAUR HEIGHT CHART STICKER SET,12,2,0,0,0,0,0,0,1,0,11.0,3.0,2.0,0.0,0.0,0.0,16.0
2011-12-01,DINOSAUR KEYRINGS ASSORTED,187,5,1,0,0,0,0,0,1,0,296.0,7.0,2.0,0.0,0.0,0.0,596.0
2011-12-01,DINOSAUR LUNCH BOX WITH CUTLERY,19,3,1,0,0,0,1,0,0,0,121.0,20.0,8.0,1.0,0.0,1.0,124.0
2011-12-01,DINOSAUR PARTY BAG + STICKER SET,35,6,0,0,0,0,1,0,0,0,52.0,9.0,3.0,0.0,0.0,0.0,41.0
2011-12-01,DINOSAURS  WRITING SET ,31,4,4,0,0,0,0,0,1,0,233.0,41.0,26.0,0.0,0.0,2.0,70.0
2011-12-01,DISCO BALL CHRISTMAS DECORATION,129,3,1,0,0,2,0,0,1,0,3060.0,47.0,4.0,0.0,0.0,2.0,2491.0
2011-12-01,DISCO BALL ROTATOR BATTERY OPERATED,3,2,0,0,0,0,0,0,1,0,41.0,18.0,2.0,0.0,0.0,0.0,30.0
2011-12-01,DO NOT TOUCH MY STUFF DOOR HANGER ,1,0,1,0,0,0,0,0,1,0,7.0,2.0,0.0,0.0,0.0,0.0,106.0
2011-12-01,DOCTOR'S BAG SOFT TOY,4,2,0,0,0,0,1,0,0,0,29.0,9.0,1.0,0.0,0.0,4.0,6.0
2011-12-01,DOG BOWL CHASING BALL DESIGN,12,2,0,0,0,0,1,0,0,0,69.0,13.0,0.0,1.0,0.0,1.0,602.0
2011-12-01,DOG BOWL VINTAGE CREAM,13,4,0,0,0,0,0,0,1,0,59.0,13.0,1.0,1.0,0.0,0.0,29.0
2011-12-01,DOG TOY WITH PINK CROCHET SKIRT,4,2,0,0,0,0,0,0,1,0,18.0,8.0,3.0,0.0,0.0,0.0,16.0
2011-11-01,DOGGY RUBBER,11,3,0,0,0,0,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,25.0
2011-12-01,DOILEY STORAGE TIN,27,3,1,0,0,1,0,0,1,0,18.0,3.0,0.0,0.0,0.0,0.0,68.0
2011-11-01,DOILY THANK YOU CARD,459,25,10,0,0,2,0,0,1,0,24.0,2.0,0.0,0.0,0.0,0.0,52.0
2011-12-01,DOLLY GIRL BABY GIFT SET,27,5,0,1,0,0,0,0,1,0,35.0,7.0,5.0,1.0,0.0,1.0,31.0
2011-12-01,DOLLY GIRL CHILDRENS BOWL,26,4,2,0,0,0,0,0,1,0,171.0,29.0,12.0,0.0,0.0,0.0,289.0
2011-12-01,DOLLY GIRL CHILDRENS CUP,30,4,2,0,0,1,0,0,1,0,339.0,21.0,12.0,1.0,0.0,4.0,173.0
2011-12-01,DOLLY GIRL CHILDRENS EGG CUP,36,3,0,0,0,0,0,0,1,0,57.0,10.0,3.0,0.0,0.0,0.0,47.0
2011-12-01,DOLLY GIRL LUNCH BOX,478,8,3,1,0,1,0,0,1,0,1232.0,69.0,27.0,2.0,0.0,5.0,852.0
2011-12-01,DOLLY GIRL MINI BACKPACK,24,3,0,0,0,0,0,0,1,0,72.0,28.0,7.0,0.0,0.0,1.0,58.0
2011-12-01,DOLLY HONEYCOMB GARLAND,11,1,1,0,0,0,1,0,0,0,12.0,1.0,0.0,0.0,0.0,0.0,14.0
2011-11-01,DOLLY MIXTURE CHILDREN'S UMBRELLA,81,11,3,0,0,0,0,0,1,0,31.0,8.0,1.0,0.0,0.0,1.0,19.0
2011-11-01,DOOR HANGER  MUM + DADS ROOM,40,12,2,0,0,0,0,0,1,0,17.0,7.0,3.0,0.0,0.0,0.0,13.0
2011-12-01,DOORMAT 3 SMILEY CATS,5,2,0,0,0,0,0,0,1,0,95.0,19.0,6.0,0.0,0.0,1.0,143.0
2011-12-01,DOORMAT AIRMAIL ,7,3,3,0,0,0,0,0,1,0,71.0,17.0,8.0,0.0,0.0,1.0,40.0
2011-12-01,DOORMAT BLACK FLOCK ,6,3,0,0,0,0,0,0,1,0,92.0,12.0,1.0,1.0,0.0,1.0,201.0
2011-12-01,DOORMAT CHRISTMAS VILLAGE,6,3,0,0,0,0,0,0,1,0,12.0,0.0,6.0,0.0,0.0,2.0,33.0
2011-12-01,DOORMAT ENGLISH ROSE ,81,13,1,1,0,1,0,0,1,0,204.0,30.0,3.0,2.0,0.0,0.0,307.0
2011-12-01,DOORMAT FAIRY CAKE,18,6,0,0,0,0,0,0,1,0,867.0,23.0,6.0,1.0,0.0,4.0,120.0
2011-12-01,DOORMAT FANCY FONT HOME SWEET HOME,43,6,4,0,0,3,0,0,1,0,304.0,39.0,12.0,1.0,0.0,6.0,192.0
2011-12-01,DOORMAT HEARTS,50,14,1,0,0,1,0,0,1,0,239.0,39.0,8.0,1.0,0.0,5.0,237.0
2011-12-01,DOORMAT HOME SWEET HOME BLUE ,26,7,1,0,0,0,0,0,1,0,98.0,27.0,3.0,0.0,0.0,0.0,60.0
2011-12-01,DOORMAT I LOVE LONDON,3,2,0,0,0,0,1,0,0,0,68.0,6.0,6.0,0.0,0.0,2.0,20.0
2011-12-01,DOORMAT KEEP CALM AND COME IN,74,13,4,0,0,0,0,0,1,0,550.0,87.0,17.0,0.0,0.0,5.0,378.0
2011-12-01,DOORMAT MERRY CHRISTMAS RED ,5,2,1,0,0,0,1,0,0,0,74.0,8.0,11.0,1.0,0.0,3.0,200.0
2011-12-01,DOORMAT MULTICOLOUR STRIPE,31,2,0,0,0,1,0,0,1,0,34.0,14.0,5.0,0.0,0.0,1.0,299.0
2011-12-01,DOORMAT NEIGHBOURHOOD WITCH ,4,2,0,0,0,0,1,0,0,0,26.0,9.0,5.0,0.0,0.0,3.0,17.0
2011-12-01,DOORMAT NEW ENGLAND,76,13,1,0,0,3,0,0,1,0,301.0,57.0,6.0,1.0,0.0,4.0,276.0
2011-11-01,DOORMAT PEACE ON EARTH BLUE,9,4,1,0,0,2,1,0,0,0,2.0,1.0,1.0,0.0,0.0,0.0,4.0
2011-12-01,DOORMAT RED RETROSPOT,80,11,4,0,0,0,0,0,1,0,273.0,48.0,11.0,1.0,0.0,4.0,402.0
2011-12-01,DOORMAT RESPECTABLE HOUSE,15,2,2,0,0,0,0,0,1,0,142.0,11.0,4.0,1.0,0.0,2.0,74.0
2011-12-01,DOORMAT SPOTTY HOME SWEET HOME,22,8,1,0,0,0,0,0,1,0,170.0,32.0,10.0,1.0,0.0,3.0,162.0
2011-12-01,DOORMAT TOPIARY,14,4,1,0,0,1,0,0,1,0,28.0,13.0,2.0,0.0,0.0,2.0,64.0
2011-12-01,DOORMAT UNION FLAG,87,13,1,0,0,0,0,0,1,0,259.0,47.0,8.0,1.0,0.0,2.0,236.0
2011-12-01,DOORMAT UNION JACK GUNS AND ROSES,6,3,1,0,0,0,0,0,1,0,33.0,7.0,6.0,0.0,0.0,1.0,51.0
2011-12-01,DOORMAT VINTAGE LEAF,12,2,1,0,0,0,0,0,1,0,86.0,23.0,8.0,0.0,0.0,2.0,120.0
2011-12-01,DOORMAT VINTAGE LEAVES DESIGN ,23,3,0,0,0,0,0,0,1,0,25.0,4.0,0.0,0.0,0.0,0.0,153.0
2011-12-01,DOORMAT WELCOME PUPPIES,24,5,4,0,0,1,0,0,1,0,34.0,11.0,4.0,0.0,0.0,3.0,324.0
2011-12-01,DOORMAT WELCOME SUNRISE,1,1,0,0,0,0,0,0,1,0,39.0,10.0,4.0,0.0,0.0,0.0,109.0
2011-12-01,DOORMAT WELCOME TO OUR HOME,38,9,0,0,0,1,1,0,0,0,129.0,23.0,15.0,0.0,0.0,6.0,274.0
2011-12-01,DOORSTOP FOOTBALL DESIGN,1,1,0,0,0,0,0,0,1,0,13.0,5.0,0.0,0.0,0.0,2.0,18.0
2011-11-01,DOORSTOP RACING CAR DESIGN,8,2,1,0,0,1,1,0,0,0,5.0,0.0,0.0,0.0,0.0,2.0,9.0
2011-12-01,DOORSTOP RETROSPOT HEART,15,3,4,0,0,0,0,0,1,0,122.0,27.0,4.0,0.0,0.0,4.0,66.0
2011-12-01,DOTCOM POSTAGE,14,0,14,0,0,0,0,0,1,0,45.0,0.0,42.0,0.0,0.0,3.0,60.0
2011-12-01,DOUGHNUT LIP GLOSS ,240,11,0,0,0,0,0,0,1,0,1711.0,44.0,10.0,1.0,0.0,1.0,1254.0
2011-12-01,DOVE DECORATION PAINTED ZINC ,30,1,2,0,0,0,0,0,1,0,406.0,2.0,2.0,1.0,0.0,1.0,273.0
2011-12-01,DRAGONS BLOOD INCENSE,1,0,1,0,0,0,1,0,0,0,17.0,0.0,4.0,0.0,0.0,0.0,59.0
2011-12-01,DRAWER KNOB CERAMIC BLACK,30,3,0,0,0,0,0,0,1,0,81.0,7.0,4.0,0.0,0.0,0.0,127.0
2011-12-01,DRAWER KNOB CERAMIC IVORY,66,5,0,0,0,0,0,0,1,0,344.0,28.0,5.0,0.0,0.0,2.0,295.0
2011-12-01,DRAWER KNOB CERAMIC RED,24,2,0,0,0,0,0,0,1,0,78.0,8.0,2.0,0.0,0.0,0.0,131.0
2011-12-01,DRAWER KNOB CRACKLE GLAZE BLUE,26,4,1,0,0,0,0,0,1,0,14.0,2.0,1.0,0.0,0.0,0.0,107.0
2011-12-01,DRAWER KNOB CRACKLE GLAZE GREEN,30,3,1,0,0,1,0,0,1,0,104.0,15.0,2.0,0.0,0.0,0.0,142.0
