YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,predict_Quantity,real_Quantity
2011-02-01,COFFEE SCENT PILLAR CANDLE,15,4,1,0,0,0,0,0,1,0,,
2011-03-01,COFFEE SCENT PILLAR CANDLE,65,3,0,0,0,1,0,0,1,0,,
2011-04-01,COFFEE SCENT PILLAR CANDLE,10,4,0,0,0,0,0,0,1,0,,
2011-05-01,COFFEE SCENT PILLAR CANDLE,12,1,0,0,0,0,0,0,1,0,,
2011-06-01,COFFEE SCENT PILLAR CANDLE,7,3,0,0,0,0,0,0,1,0,,
2011-07-01,COFFEE SCENT PILLAR CANDLE,38,4,0,0,0,1,0,0,1,0,,
2011-08-01,COFFEE SCENT PILLAR CANDLE,37,4,4,0,0,0,0,0,1,0,,
2011-09-01,COFFEE SCENT PILLAR CANDLE,10,3,0,0,0,0,0,0,1,0,,
2011-10-01,COFFEE SCENT PILLAR CANDLE,20,3,1,0,0,0,0,0,1,0,,
2011-11-01,COFFEE SCENT PILLAR CANDLE,49,7,6,0,0,0,0,0,1,0,,
2011-12-01,COFFEE SCENT PILLAR CANDLE,1,0,1,0,0,0,0,0,1,0,23.0,1.0
2010-01-01,COLOUR GLASS T-LIGHT HOLDER HANGING,68,2,1,0,0,0,0,0,1,0,,
2010-02-01,COLOUR GLASS T-LIGHT HOLDER HANGING,72,3,0,0,0,0,0,0,1,0,,
2010-06-01,COLOUR GLASS T-LIGHT HOLDER HANGING,48,1,0,0,0,0,0,0,1,0,,
2010-07-01,COLOUR GLASS T-LIGHT HOLDER HANGING,12,0,2,0,0,0,0,0,1,0,,
2010-08-01,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2,0,0,0,0,0,0,1,0,,
2010-09-01,COLOUR GLASS T-LIGHT HOLDER HANGING,16,1,0,0,0,0,0,0,1,0,,
2010-10-01,COLOUR GLASS T-LIGHT HOLDER HANGING,4,0,1,0,0,0,0,0,1,0,,
2010-12-01,COLOUR GLASS T-LIGHT HOLDER HANGING,184,10,0,0,0,0,0,0,1,0,,
2011-01-01,COLOUR GLASS T-LIGHT HOLDER HANGING,884,27,2,0,0,0,0,0,1,0,,
2011-02-01,COLOUR GLASS T-LIGHT HOLDER HANGING,695,29,3,0,0,1,0,0,1,0,,
2011-03-01,COLOUR GLASS T-LIGHT HOLDER HANGING,804,43,4,0,0,3,0,0,1,0,,
2011-04-01,COLOUR GLASS T-LIGHT HOLDER HANGING,1654,70,10,0,0,2,0,0,1,0,,
2011-05-01,COLOUR GLASS T-LIGHT HOLDER HANGING,2294,63,10,0,0,5,0,0,1,0,,
2011-06-01,COLOUR GLASS T-LIGHT HOLDER HANGING,1752,50,11,1,0,0,0,0,1,0,,
2011-07-01,COLOUR GLASS T-LIGHT HOLDER HANGING,1670,56,13,0,0,2,0,0,1,0,,
2011-08-01,COLOUR GLASS T-LIGHT HOLDER HANGING,1415,46,9,0,0,2,0,0,1,0,,
2011-09-01,COLOUR GLASS T-LIGHT HOLDER HANGING,1284,32,7,0,0,1,0,0,1,0,,
2011-10-01,COLOUR GLASS T-LIGHT HOLDER HANGING,1036,29,3,0,0,6,0,0,1,0,,
2011-11-01,COLOUR GLASS T-LIGHT HOLDER HANGING,1836,38,15,1,0,4,0,0,1,0,,
2011-12-01,COLOUR GLASS T-LIGHT HOLDER HANGING,604,17,2,0,0,0,0,0,1,0,1736.0,604.0
2010-01-01,COLOUR GLASS. STAR T-LIGHT HOLDER,5,1,1,0,0,0,0,0,1,0,,
2010-02-01,COLOUR GLASS. STAR T-LIGHT HOLDER,3,3,0,0,0,1,0,0,1,0,,
2010-03-01,COLOUR GLASS. STAR T-LIGHT HOLDER,313,0,1,0,0,2,0,0,1,0,,
2010-05-01,COLOUR GLASS. STAR T-LIGHT HOLDER,31,3,0,0,0,0,0,0,1,0,,
2010-06-01,COLOUR GLASS. STAR T-LIGHT HOLDER,13,3,1,0,0,0,0,0,1,0,,
2010-07-01,COLOUR GLASS. STAR T-LIGHT HOLDER,163,5,2,0,0,0,0,0,1,0,,
2010-08-01,COLOUR GLASS. STAR T-LIGHT HOLDER,55,4,1,0,0,0,0,0,1,0,,
2010-09-01,COLOUR GLASS. STAR T-LIGHT HOLDER,44,4,1,0,0,0,0,0,1,0,,
2010-10-01,COLOUR GLASS. STAR T-LIGHT HOLDER,5,0,1,0,0,0,0,0,1,0,,
2010-12-01,COLOUR GLASS. STAR T-LIGHT HOLDER,30,5,4,0,0,0,0,0,1,0,,
2011-01-01,COLOUR GLASS. STAR T-LIGHT HOLDER,30,2,1,0,0,1,0,0,1,0,,
2011-02-01,COLOUR GLASS. STAR T-LIGHT HOLDER,371,7,0,0,0,2,0,0,1,0,,
2011-03-01,COLOUR GLASS. STAR T-LIGHT HOLDER,46,8,2,0,0,1,0,0,1,0,,
2011-04-01,COLOUR GLASS. STAR T-LIGHT HOLDER,22,4,1,0,0,0,0,0,1,0,,
2011-05-01,COLOUR GLASS. STAR T-LIGHT HOLDER,418,30,3,0,0,0,0,0,1,0,,
2011-06-01,COLOUR GLASS. STAR T-LIGHT HOLDER,646,18,5,0,0,5,0,0,1,0,,
2011-07-01,COLOUR GLASS. STAR T-LIGHT HOLDER,-176,20,5,0,0,5,0,0,1,0,,
2011-08-01,COLOUR GLASS. STAR T-LIGHT HOLDER,283,24,5,0,0,2,0,0,1,0,,
2011-09-01,COLOUR GLASS. STAR T-LIGHT HOLDER,285,20,1,0,0,2,0,0,1,0,,
2011-10-01,COLOUR GLASS. STAR T-LIGHT HOLDER,891,26,5,0,0,8,0,0,1,0,,
2011-11-01,COLOUR GLASS. STAR T-LIGHT HOLDER,457,17,3,0,0,5,0,0,1,0,,
2011-12-01,COLOUR GLASS. STAR T-LIGHT HOLDER,628,8,0,0,0,2,0,0,1,0,-176.0,628.0
2011-01-01,COLOURED GLASS STAR T-LIGHT HOLDER,6,4,1,0,0,0,1,0,0,0,,
2011-02-01,COLOURED GLASS STAR T-LIGHT HOLDER,144,0,0,0,0,1,1,0,0,0,,
2011-05-01,COLOURED GLASS STAR T-LIGHT HOLDER,67,6,0,0,0,1,1,0,0,0,,
2011-06-01,COLOURED GLASS STAR T-LIGHT HOLDER,132,4,0,0,0,1,1,0,0,0,,
2011-07-01,COLOURED GLASS STAR T-LIGHT HOLDER,96,3,0,0,0,0,1,0,0,0,,
2011-08-01,COLOURED GLASS STAR T-LIGHT HOLDER,8,2,1,0,0,0,1,0,0,0,,
2011-11-01,COLOURED GLASS STAR T-LIGHT HOLDER,506,24,8,0,0,5,1,0,0,0,101.0,506.0
2011-02-01,COLOURFUL FLOWER FRUIT BOWL,2,1,0,0,0,0,0,0,1,0,,
2011-03-01,COLOURFUL FLOWER FRUIT BOWL,4,4,0,0,0,0,0,0,1,0,,
2011-04-01,COLOURFUL FLOWER FRUIT BOWL,4,3,0,0,0,0,0,0,1,0,,
2011-07-01,COLOURFUL FLOWER FRUIT BOWL,1,0,1,0,0,0,0,0,1,0,,
2011-08-01,COLOURFUL FLOWER FRUIT BOWL,1,1,0,0,0,0,0,0,1,0,,
2011-09-01,COLOURFUL FLOWER FRUIT BOWL,1,1,0,0,0,0,0,0,1,0,,
2011-11-01,COLOURFUL FLOWER FRUIT BOWL,4,1,0,0,0,0,0,0,1,0,3.0,4.0
2010-01-01,COLOURING PENCILS BROWN TUBE,6,1,1,0,0,0,0,0,1,0,,
2010-02-01,COLOURING PENCILS BROWN TUBE,10,1,0,0,0,0,0,0,1,0,,
2010-03-01,COLOURING PENCILS BROWN TUBE,2,0,2,0,0,0,0,0,1,0,,
2010-05-01,COLOURING PENCILS BROWN TUBE,25,5,0,0,0,0,0,0,1,0,,
2010-06-01,COLOURING PENCILS BROWN TUBE,2,1,0,0,0,0,0,0,1,0,,
2010-07-01,COLOURING PENCILS BROWN TUBE,8,0,2,0,0,0,0,0,1,0,,
2010-08-01,COLOURING PENCILS BROWN TUBE,3,0,1,0,0,0,0,0,1,0,,
2010-09-01,COLOURING PENCILS BROWN TUBE,23,3,1,0,0,0,0,0,1,0,,
2010-10-01,COLOURING PENCILS BROWN TUBE,6,2,1,0,0,0,0,0,1,0,,
2010-12-01,COLOURING PENCILS BROWN TUBE,456,16,8,0,0,1,0,0,1,0,,
2011-01-01,COLOURING PENCILS BROWN TUBE,699,25,24,0,0,0,0,0,1,0,,
2011-02-01,COLOURING PENCILS BROWN TUBE,345,14,10,0,0,0,0,0,1,0,,
2011-03-01,COLOURING PENCILS BROWN TUBE,289,14,2,0,0,2,0,0,1,0,,
2011-04-01,COLOURING PENCILS BROWN TUBE,284,12,6,0,0,0,0,0,1,0,,
2011-05-01,COLOURING PENCILS BROWN TUBE,151,10,6,0,0,1,0,0,1,0,,
2011-06-01,COLOURING PENCILS BROWN TUBE,465,27,13,0,0,0,0,0,1,0,,
2011-07-01,COLOURING PENCILS BROWN TUBE,916,34,17,0,0,2,0,0,1,0,,
2011-08-01,COLOURING PENCILS BROWN TUBE,618,22,13,0,0,1,0,0,1,0,,
2011-09-01,COLOURING PENCILS BROWN TUBE,151,10,3,0,0,2,0,0,1,0,,
2011-10-01,COLOURING PENCILS BROWN TUBE,155,17,5,0,0,4,0,0,1,0,,
2011-11-01,COLOURING PENCILS BROWN TUBE,240,12,9,0,0,3,0,0,1,0,,
2011-12-01,COLOURING PENCILS BROWN TUBE,233,5,8,0,0,0,0,0,1,0,275.0,233.0
2010-01-01,COLUMBIAN  CUBE CANDLE ,1,0,1,0,0,0,1,0,0,0,,
2011-01-01,COLUMBIAN  CUBE CANDLE ,2,1,0,0,0,0,1,0,0,0,,
2011-02-01,COLUMBIAN  CUBE CANDLE ,50,1,1,0,0,0,1,0,0,0,,
2011-03-01,COLUMBIAN  CUBE CANDLE ,4,1,0,0,0,0,1,0,0,0,,
2011-08-01,COLUMBIAN  CUBE CANDLE ,8,2,1,0,0,0,1,0,0,0,,
2011-09-01,COLUMBIAN  CUBE CANDLE ,2,1,0,0,0,0,1,0,0,0,,
2011-10-01,COLUMBIAN  CUBE CANDLE ,38,1,0,0,0,1,1,0,0,0,17.0,38.0
2010-02-01,COLUMBIAN CANDLE RECTANGLE,6,1,0,0,0,0,1,0,0,0,,
2010-06-01,COLUMBIAN CANDLE RECTANGLE,1,1,0,0,0,0,1,0,0,0,,
2010-08-01,COLUMBIAN CANDLE RECTANGLE,12,2,0,0,0,0,1,0,0,0,,
2010-12-01,COLUMBIAN CANDLE RECTANGLE,2,1,0,0,0,0,1,0,0,0,,
2011-01-01,COLUMBIAN CANDLE RECTANGLE,4,2,0,0,0,0,1,0,0,0,,
2011-02-01,COLUMBIAN CANDLE RECTANGLE,7,2,0,0,0,0,1,0,0,0,,
2011-03-01,COLUMBIAN CANDLE RECTANGLE,6,3,0,0,0,0,1,0,0,0,,
2011-04-01,COLUMBIAN CANDLE RECTANGLE,2,1,0,0,0,0,1,0,0,0,,
2011-07-01,COLUMBIAN CANDLE RECTANGLE,1,0,1,0,0,0,1,0,0,0,,
2011-08-01,COLUMBIAN CANDLE RECTANGLE,7,4,1,0,0,0,1,0,0,0,,
2011-09-01,COLUMBIAN CANDLE RECTANGLE,9,3,1,0,0,0,1,0,0,0,,
2011-10-01,COLUMBIAN CANDLE RECTANGLE,31,4,0,0,0,0,1,0,0,0,,
2011-11-01,COLUMBIAN CANDLE RECTANGLE,94,9,0,0,0,0,1,0,0,0,7.0,94.0
2010-03-01,COLUMBIAN CANDLE ROUND,2,2,0,0,0,0,1,0,0,0,,
2010-07-01,COLUMBIAN CANDLE ROUND,36,1,0,0,0,0,1,0,0,0,,
2010-08-01,COLUMBIAN CANDLE ROUND,33,4,0,0,0,0,1,0,0,0,,
2010-12-01,COLUMBIAN CANDLE ROUND,6,3,0,0,0,0,1,0,0,0,,
2011-01-01,COLUMBIAN CANDLE ROUND,2,1,0,0,0,0,1,0,0,0,,
2011-02-01,COLUMBIAN CANDLE ROUND,37,2,0,0,0,0,1,0,0,0,,
2011-03-01,COLUMBIAN CANDLE ROUND,66,3,0,0,0,1,1,0,0,0,,
2011-04-01,COLUMBIAN CANDLE ROUND,22,4,0,0,0,0,1,0,0,0,,
2011-05-01,COLUMBIAN CANDLE ROUND,15,3,1,0,0,0,1,0,0,0,,
2011-06-01,COLUMBIAN CANDLE ROUND,9,4,0,0,0,0,1,0,0,0,,
2011-07-01,COLUMBIAN CANDLE ROUND,33,3,1,0,0,1,1,0,0,0,,
2011-08-01,COLUMBIAN CANDLE ROUND,56,5,1,0,0,0,1,0,0,0,,
2011-09-01,COLUMBIAN CANDLE ROUND,15,5,0,0,0,0,1,0,0,0,,
2011-10-01,COLUMBIAN CANDLE ROUND,40,2,0,0,0,1,1,0,0,0,,
2011-11-01,COLUMBIAN CANDLE ROUND,39,13,2,0,0,0,1,0,0,0,,
2011-12-01,COLUMBIAN CANDLE ROUND,1,0,1,0,0,0,1,0,0,0,1.0,1.0
2010-02-01,COLUMBIAN CANDLE ROUND ,6,1,0,0,0,0,1,0,0,0,,
2010-03-01,COLUMBIAN CANDLE ROUND ,1,1,0,0,0,0,1,0,0,0,,
2010-08-01,COLUMBIAN CANDLE ROUND ,20,2,0,0,0,0,1,0,0,0,,
2010-12-01,COLUMBIAN CANDLE ROUND ,40,3,1,0,0,0,1,0,0,0,,
2011-01-01,COLUMBIAN CANDLE ROUND ,23,3,0,0,0,0,1,0,0,0,,
2011-02-01,COLUMBIAN CANDLE ROUND ,1,1,0,0,0,0,1,0,0,0,,
2011-03-01,COLUMBIAN CANDLE ROUND ,3,2,0,0,0,0,1,0,0,0,,
2011-04-01,COLUMBIAN CANDLE ROUND ,2,1,0,0,0,0,1,0,0,0,,
2011-05-01,COLUMBIAN CANDLE ROUND ,26,2,0,0,0,0,1,0,0,0,,
2011-06-01,COLUMBIAN CANDLE ROUND ,7,2,0,0,0,0,1,0,0,0,,
2011-07-01,COLUMBIAN CANDLE ROUND ,15,5,0,0,0,0,1,0,0,0,,
2011-08-01,COLUMBIAN CANDLE ROUND ,3,1,0,0,0,0,1,0,0,0,,
2011-10-01,COLUMBIAN CANDLE ROUND ,4,2,0,0,0,0,1,0,0,0,,
2011-11-01,COLUMBIAN CANDLE ROUND ,18,4,0,0,0,0,1,0,0,0,13.0,18.0
2010-08-01,COLUMBIAN CUBE CANDLE,12,2,0,0,0,0,1,0,0,0,,
2010-12-01,COLUMBIAN CUBE CANDLE,2,1,0,0,0,0,1,0,0,0,,
2011-01-01,COLUMBIAN CUBE CANDLE,2,1,0,0,0,0,1,0,0,0,,
2011-07-01,COLUMBIAN CUBE CANDLE,1,1,0,0,0,0,1,0,0,0,,
2011-08-01,COLUMBIAN CUBE CANDLE,5,2,0,0,0,0,1,0,0,0,,
2011-09-01,COLUMBIAN CUBE CANDLE,1,1,0,0,0,0,1,0,0,0,,
2011-11-01,COLUMBIAN CUBE CANDLE,5,4,0,0,0,0,1,0,0,0,1.0,5.0
2010-01-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,0,1,0,0,0,1,0,0,0,,
2010-06-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,0,1,0,0,0,1,0,0,0,,
2010-09-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,0,1,0,0,0,1,0,0,0,,
2011-01-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,0,1,0,0,0,1,0,0,0,,
2011-03-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,2,0,2,0,0,0,1,0,0,0,,
2011-04-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,7,0,5,0,0,0,1,0,0,0,,
2011-05-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,4,1,3,0,0,0,1,0,0,0,,
2011-06-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,5,2,1,0,0,0,1,0,0,0,,
2011-07-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,3,0,2,0,0,1,1,0,0,0,,
2011-08-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,0,1,0,0,0,1,0,0,0,,
2011-09-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,7,2,0,0,0,0,1,0,0,0,,
2011-10-01,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,4,3,0,0,0,0,1,0,0,0,4.0,4.0
2011-02-01,CONGRATULATIONS BUNTING,3,1,0,0,0,0,1,0,0,0,,
2011-05-01,CONGRATULATIONS BUNTING,9,0,0,0,0,1,1,0,0,0,,
2011-06-01,CONGRATULATIONS BUNTING,1,1,0,0,0,0,1,0,0,0,,
2010-01-01,COOK WITH WINE METAL SIGN ,27,2,1,0,0,1,0,0,1,0,,
2010-02-01,COOK WITH WINE METAL SIGN ,12,1,0,0,0,0,0,0,1,0,,
2010-03-01,COOK WITH WINE METAL SIGN ,3,0,2,0,0,0,0,0,1,0,,
2010-05-01,COOK WITH WINE METAL SIGN ,4,3,0,0,0,0,0,0,1,0,,
2010-06-01,COOK WITH WINE METAL SIGN ,19,3,2,0,0,0,0,0,1,0,,
2010-07-01,COOK WITH WINE METAL SIGN ,5,1,2,0,0,0,0,0,1,0,,
2010-08-01,COOK WITH WINE METAL SIGN ,36,5,0,0,0,0,0,0,1,0,,
2010-09-01,COOK WITH WINE METAL SIGN ,24,5,3,0,0,0,0,0,1,0,,
2010-10-01,COOK WITH WINE METAL SIGN ,146,5,2,0,0,3,0,0,1,0,,
2010-12-01,COOK WITH WINE METAL SIGN ,281,24,9,0,0,1,0,0,1,0,,
2011-01-01,COOK WITH WINE METAL SIGN ,609,46,12,1,0,3,0,0,1,0,,
2011-02-01,COOK WITH WINE METAL SIGN ,572,47,10,0,0,4,0,0,1,0,,
2011-03-01,COOK WITH WINE METAL SIGN ,910,53,10,4,0,3,0,0,1,0,,
2011-04-01,COOK WITH WINE METAL SIGN ,744,57,6,0,0,2,0,0,1,0,,
2011-05-01,COOK WITH WINE METAL SIGN ,1374,55,8,0,0,9,0,0,1,0,,
2011-06-01,COOK WITH WINE METAL SIGN ,1061,46,11,0,0,8,0,0,1,0,,
2011-07-01,COOK WITH WINE METAL SIGN ,564,19,3,1,0,8,0,0,1,0,,
2011-08-01,COOK WITH WINE METAL SIGN ,189,21,10,0,0,2,0,0,1,0,,
2011-09-01,COOK WITH WINE METAL SIGN ,1509,54,13,2,0,8,0,0,1,0,,
2011-10-01,COOK WITH WINE METAL SIGN ,686,48,9,1,0,5,0,0,1,0,,
2011-11-01,COOK WITH WINE METAL SIGN ,1378,40,6,4,0,4,0,0,1,0,,
2011-12-01,COOK WITH WINE METAL SIGN ,124,14,2,0,0,1,0,0,1,0,3.0,124.0
2010-01-01,COOKING SET RETROSPOT,2,1,0,0,0,0,0,0,1,0,,
2010-02-01,COOKING SET RETROSPOT,2,1,0,0,0,0,0,0,1,0,,
2010-03-01,COOKING SET RETROSPOT,1,1,0,0,0,0,0,0,1,0,,
2010-05-01,COOKING SET RETROSPOT,3,3,0,0,0,0,0,0,1,0,,
2010-06-01,COOKING SET RETROSPOT,4,2,0,0,0,0,0,0,1,0,,
2010-07-01,COOKING SET RETROSPOT,2,1,0,0,0,0,0,0,1,0,,
2010-08-01,COOKING SET RETROSPOT,8,3,0,0,0,0,0,0,1,0,,
2010-10-01,COOKING SET RETROSPOT,4,2,0,0,0,0,0,0,1,0,,
2010-12-01,COOKING SET RETROSPOT,4,5,1,0,0,0,0,0,1,0,,
2011-01-01,COOKING SET RETROSPOT,9,3,1,0,0,0,0,0,1,0,,
2011-02-01,COOKING SET RETROSPOT,2,1,0,0,0,0,0,0,1,0,,
2011-03-01,COOKING SET RETROSPOT,3,2,0,0,0,0,0,0,1,0,,
2011-04-01,COOKING SET RETROSPOT,1,0,1,0,0,0,0,0,1,0,,
2011-06-01,COOKING SET RETROSPOT,1,1,0,0,0,0,0,0,1,0,,
2011-08-01,COOKING SET RETROSPOT,1,1,0,0,0,0,0,0,1,0,,
2011-09-01,COOKING SET RETROSPOT,2,1,0,0,0,0,0,0,1,0,4.0,2.0
2011-07-01,COPPER AND BRASS BAG CHARM,3,1,0,0,0,0,1,0,0,0,,
2011-10-01,COPPER AND BRASS BAG CHARM,1,0,0,0,0,1,1,0,0,0,,
2010-03-01,COPPER/OLIVE GREEN FLOWER NECKLACE,1,0,1,0,0,0,1,0,0,0,,
2010-07-01,COPPER/OLIVE GREEN FLOWER NECKLACE,2,0,1,0,0,0,1,0,0,0,,
2010-12-01,COPPER/OLIVE GREEN FLOWER NECKLACE,1,0,1,0,0,0,1,0,0,0,,
2011-02-01,COPPER/OLIVE GREEN FLOWER NECKLACE,1,1,0,0,0,0,1,0,0,0,,
2011-03-01,COPPER/OLIVE GREEN FLOWER NECKLACE,1,0,1,0,0,0,1,0,0,0,,
2011-05-01,COPPER/OLIVE GREEN FLOWER NECKLACE,1,1,0,0,0,0,1,0,0,0,,
2011-06-01,COPPER/OLIVE GREEN FLOWER NECKLACE,2,1,0,0,0,0,1,0,0,0,,
2011-07-01,COPPER/OLIVE GREEN FLOWER NECKLACE,6,0,2,0,0,0,1,0,0,0,,
2011-08-01,COPPER/OLIVE GREEN FLOWER NECKLACE,1,0,1,0,0,0,1,0,0,0,,
2011-11-01,COPPER/OLIVE GREEN FLOWER NECKLACE,3,1,1,0,0,0,1,0,0,0,,
2011-12-01,COPPER/OLIVE GREEN FLOWER NECKLACE,2,0,2,0,0,0,1,0,0,0,2.0,2.0
2011-01-01,CORDIAL GLASS JUG,2,1,0,0,0,0,0,0,1,0,,
2011-03-01,CORDIAL GLASS JUG,2,1,0,0,0,0,0,0,1,0,,
2011-04-01,CORDIAL GLASS JUG,-4,1,0,0,0,0,0,0,1,0,,
2011-06-01,CORDIAL GLASS JUG,5,3,1,0,0,0,0,0,1,0,,
2011-07-01,CORDIAL GLASS JUG,4,1,1,0,0,1,0,0,1,0,,
2011-08-01,CORDIAL GLASS JUG,14,5,1,0,0,0,0,0,1,0,,
2011-10-01,CORDIAL GLASS JUG,4,3,0,0,0,0,0,0,1,0,,
2011-11-01,CORDIAL GLASS JUG,1,2,0,0,0,0,0,0,1,0,4.0,2.0
2011-08-01,CORDIAL JUG,2,1,0,0,0,0,0,0,0,1,,
2011-10-01,CORDIAL JUG,4,1,0,0,0,0,0,0,0,1,,
2010-01-01,CORONA MEXICAN TRAY,1,0,1,0,0,0,0,0,1,0,,
2010-02-01,CORONA MEXICAN TRAY,17,1,0,0,0,0,0,0,1,0,,
2010-03-01,CORONA MEXICAN TRAY,4,2,1,0,0,0,0,0,1,0,,
2010-05-01,CORONA MEXICAN TRAY,1,1,0,0,0,0,0,0,1,0,,
2010-06-01,CORONA MEXICAN TRAY,5,1,0,0,0,0,0,0,1,0,,
2010-07-01,CORONA MEXICAN TRAY,3,0,3,0,0,0,0,0,1,0,,
2010-08-01,CORONA MEXICAN TRAY,9,1,1,0,0,0,0,0,1,0,,
2010-09-01,CORONA MEXICAN TRAY,6,1,2,0,0,0,0,0,1,0,,
2010-10-01,CORONA MEXICAN TRAY,11,3,2,0,0,0,0,0,1,0,,
2010-12-01,CORONA MEXICAN TRAY,115,8,10,0,0,0,0,0,1,0,6.0,116.0
2010-01-01,COSMETIC BAG VINTAGE ROSE PAISLEY,38,1,1,0,0,0,1,0,0,0,,
2010-03-01,COSMETIC BAG VINTAGE ROSE PAISLEY,2,0,1,0,0,0,1,0,0,0,,
2010-06-01,COSMETIC BAG VINTAGE ROSE PAISLEY,1,0,1,0,0,0,1,0,0,0,,
2010-10-01,COSMETIC BAG VINTAGE ROSE PAISLEY,20,1,0,0,0,0,1,0,0,0,,
2010-12-01,COSMETIC BAG VINTAGE ROSE PAISLEY,6,2,2,0,0,0,1,0,0,0,,
2011-01-01,COSMETIC BAG VINTAGE ROSE PAISLEY,20,4,1,0,0,0,1,0,0,0,,
2011-02-01,COSMETIC BAG VINTAGE ROSE PAISLEY,9,2,2,0,0,0,1,0,0,0,,
2011-03-01,COSMETIC BAG VINTAGE ROSE PAISLEY,21,3,3,0,0,1,1,0,0,0,,
2011-04-01,COSMETIC BAG VINTAGE ROSE PAISLEY,25,5,0,0,0,0,1,0,0,0,,
2011-05-01,COSMETIC BAG VINTAGE ROSE PAISLEY,26,5,1,0,0,1,1,0,0,0,,
2011-06-01,COSMETIC BAG VINTAGE ROSE PAISLEY,18,5,1,0,0,0,1,0,0,0,,
2011-07-01,COSMETIC BAG VINTAGE ROSE PAISLEY,26,6,8,0,0,0,1,0,0,0,,
2011-08-01,COSMETIC BAG VINTAGE ROSE PAISLEY,37,6,5,0,0,0,1,0,0,0,,
2011-09-01,COSMETIC BAG VINTAGE ROSE PAISLEY,18,4,4,0,0,0,1,0,0,0,,
2011-10-01,COSMETIC BAG VINTAGE ROSE PAISLEY,115,5,1,0,0,1,1,0,0,0,,
2011-11-01,COSMETIC BAG VINTAGE ROSE PAISLEY,27,9,4,0,0,1,1,0,0,0,,
2011-12-01,COSMETIC BAG VINTAGE ROSE PAISLEY,8,1,2,0,0,0,1,0,0,0,1.0,8.0
2010-01-01,COSY HOUR CIGAR BOX MATCHES ,8,2,0,0,0,0,0,0,1,0,,
2010-02-01,COSY HOUR CIGAR BOX MATCHES ,4,2,0,0,0,0,0,0,1,0,,
2010-03-01,COSY HOUR CIGAR BOX MATCHES ,27,2,0,0,0,0,0,0,1,0,,
2010-05-01,COSY HOUR CIGAR BOX MATCHES ,4,2,0,0,0,0,0,0,1,0,,
2010-06-01,COSY HOUR CIGAR BOX MATCHES ,24,1,0,0,0,0,0,0,1,0,,
2010-07-01,COSY HOUR CIGAR BOX MATCHES ,8,1,0,0,0,0,0,0,1,0,,
2010-09-01,COSY HOUR CIGAR BOX MATCHES ,31,4,0,0,0,0,0,0,1,0,,
2010-12-01,COSY HOUR CIGAR BOX MATCHES ,18,3,0,0,0,0,0,0,1,0,,
2011-01-01,COSY HOUR CIGAR BOX MATCHES ,6,3,0,0,0,0,0,0,1,0,,
2011-02-01,COSY HOUR CIGAR BOX MATCHES ,17,4,0,0,0,0,0,0,1,0,,
2011-03-01,COSY HOUR CIGAR BOX MATCHES ,15,6,0,0,0,0,0,0,1,0,,
2011-04-01,COSY HOUR CIGAR BOX MATCHES ,58,5,1,0,0,0,0,0,1,0,,
2011-05-01,COSY HOUR CIGAR BOX MATCHES ,27,2,0,0,0,0,0,0,1,0,,
2011-06-01,COSY HOUR CIGAR BOX MATCHES ,76,10,0,0,0,0,0,0,1,0,,
2011-07-01,COSY HOUR CIGAR BOX MATCHES ,71,14,0,0,0,0,0,0,1,0,,
2011-08-01,COSY HOUR CIGAR BOX MATCHES ,52,15,0,0,0,0,0,0,1,0,,
2011-09-01,COSY HOUR CIGAR BOX MATCHES ,131,13,0,0,0,0,0,0,1,0,,
2011-10-01,COSY HOUR CIGAR BOX MATCHES ,420,34,1,0,0,0,0,0,1,0,,
2011-11-01,COSY HOUR CIGAR BOX MATCHES ,319,31,1,0,0,0,0,0,1,0,,
2011-12-01,COSY HOUR CIGAR BOX MATCHES ,8,2,0,0,0,0,0,0,1,0,125.0,8.0
2010-01-01,COSY HOUR GIANT TUBE MATCHES,22,5,0,0,0,0,1,0,0,0,,
2010-02-01,COSY HOUR GIANT TUBE MATCHES,18,3,0,0,0,0,1,0,0,0,,
2010-05-01,COSY HOUR GIANT TUBE MATCHES,13,2,0,0,0,0,1,0,0,0,,
2010-06-01,COSY HOUR GIANT TUBE MATCHES,14,2,0,0,0,0,1,0,0,0,,
2010-07-01,COSY HOUR GIANT TUBE MATCHES,48,1,0,0,0,0,1,0,0,0,,
2010-08-01,COSY HOUR GIANT TUBE MATCHES,1,1,0,0,0,0,1,0,0,0,,
