YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity,importance_Quantity_bf1mm,importance_0_cluster_bf1mm,importance_1_cluster_bf1mm,importance_2_cluster_bf1mm,importance_3_cluster_bf1mm,importance_4_cluster_bf1mm
2011-12-01,CERAMIC HEART FAIRY CAKE MONEY BANK,23,5,1,0,0,0,0,0,1,0,227,23,21,0,0,3,157.47476190476192,0.3,0.36,0.32,0.0,0.0,0.02
2011-11-01,CERAMIC LOVE HEART MONEY BANK,15,1,1,0,0,0,0,0,1,0,9,2,1,0,0,0,77.3375,0.48,0.13,0.35,0.0,0.0,0.04
2011-12-01,CERAMIC PIRATE CHEST MONEY BANK,19,2,1,0,0,0,0,0,1,0,105,13,12,0,0,0,87.43216666666667,0.24,0.42,0.31,0.0,0.0,0.02
2011-11-01,CERAMIC PLATE STRAWBERRY DESIGN,36,7,1,0,0,0,0,0,1,0,23,6,2,0,0,0,38.80166666666667,0.22,0.75,0.02,0.0,0.0,0.01
2011-12-01,CERAMIC STRAWBERRY CAKE MONEY BANK,30,4,1,0,0,0,0,0,1,0,576,24,15,0,0,2,353.73,0.18,0.44,0.34,0.0,0.0,0.03
2011-12-01,CERAMIC STRAWBERRY DESIGN MUG,36,4,0,0,0,0,0,0,1,0,87,16,4,0,0,0,162.961,0.18,0.65,0.12,0.0,0.0,0.05
2011-12-01,CERAMIC STRAWBERRY MONEY BOX,12,2,3,0,0,0,0,0,1,0,49,4,6,0,0,0,61.99166666666667,0.04,0.01,0.39,0.0,0.0,0.56
2011-12-01,CERAMIC STRAWBERRY TRINKET TRAY,2,1,0,0,0,0,1,0,0,0,24,1,9,0,0,0,13.47861111111111,0.16,0.33,0.51,0.0,0.0,0.0
2011-12-01,CHAMBRE HOOK,25,2,0,0,0,0,0,0,1,0,12,3,2,0,0,0,16.05,0.52,0.41,0.06,0.01,0.0,0.0
2011-12-01,CHARLIE & LOLA WASTEPAPER BIN BLUE,4,2,0,0,0,0,0,0,1,0,107,14,0,0,0,0,54.24,0.31,0.26,0.38,0.0,0.0,0.06
2011-12-01,CHARLIE & LOLA WASTEPAPER BIN FLORA,6,1,2,0,0,0,1,0,0,0,165,20,2,0,0,0,90.745,0.55,0.26,0.17,0.0,0.0,0.02
2011-12-01,CHARLIE + LOLA BISCUITS TINS,20,3,3,0,0,0,0,0,1,0,21,4,2,0,0,0,15.041666666666664,0.23,0.27,0.33,0.0,0.0,0.17
2011-12-01,CHARLIE + LOLA RED HOT WATER BOTTLE,8,1,2,0,0,0,0,0,1,0,137,23,27,0,0,4,29.88,0.34,0.31,0.18,0.0,0.0,0.16
2011-11-01,CHARLIE AND LOLA CHARLOTTE BAG,1,0,1,0,0,0,1,0,0,0,20,1,0,0,0,0,7.55,0.44,0.21,0.35,0.0,0.0,0.0
2011-12-01,CHARLIE AND LOLA FIGURES TINS,29,3,3,0,0,0,0,0,1,0,35,4,1,0,0,0,43.2,0.28,0.56,0.14,0.0,0.0,0.03
2011-12-01,CHARLIE AND LOLA TABLE TINS,15,2,1,0,0,0,1,0,0,0,4,2,0,0,0,0,13.106333333333334,0.34,0.21,0.24,0.0,0.0,0.22
2011-12-01,CHARLIE LOLA BLUE HOT WATER BOTTLE ,6,1,3,0,0,0,0,0,1,0,37,4,14,0,0,1,13.656666666666665,0.42,0.24,0.18,0.0,0.0,0.15
2011-12-01,CHARLIE+LOLA MY ROOM DOOR SIGN,10,1,2,0,0,1,1,0,0,0,57,16,1,0,0,0,45.01,0.31,0.38,0.29,0.0,0.0,0.02
2011-12-01,CHARLIE+LOLA PINK HOT WATER BOTTLE,14,1,6,0,0,0,0,0,1,0,141,19,28,0,0,4,73.005,0.21,0.13,0.34,0.0,0.0,0.32
2011-12-01,CHARLIE+LOLA RED HOT WATER BOTTLE ,7,1,2,0,0,0,0,0,1,0,41,7,14,0,0,2,33.809428571428576,0.42,0.18,0.24,0.0,0.0,0.16
2011-12-01,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",34,2,3,0,0,1,1,0,0,0,108,15,3,0,0,0,84.14,0.25,0.51,0.21,0.0,0.0,0.03
2011-12-01,CHARLOTTE BAG ALPHABET  DESIGN,140,2,0,1,0,1,1,0,0,0,10,1,0,0,0,0,66.28333333333332,0.44,0.4,0.0,0.0,0.0,0.15
2011-12-01,CHARLOTTE BAG APPLES DESIGN,344,20,4,1,0,2,0,0,1,0,752,45,25,0,0,3,1049.16,0.3,0.29,0.1,0.07,0.0,0.24
2011-12-01,CHARLOTTE BAG DOLLY GIRL DESIGN,410,10,3,2,0,1,0,0,1,0,685,40,11,1,0,5,475.7,0.17,0.22,0.49,0.02,0.0,0.1
2011-12-01,CHARLOTTE BAG PINK POLKADOT,419,11,7,2,0,3,0,0,1,0,1270,52,32,2,0,6,851.6375,0.28,0.24,0.22,0.02,0.0,0.25
2011-12-01,CHARLOTTE BAG SUKI DESIGN,551,15,6,2,0,3,0,0,1,0,2244,49,42,1,0,5,1925.2925,0.44,0.32,0.15,0.01,0.0,0.08
2011-12-01,CHARLOTTE BAG VINTAGE ALPHABET ,263,13,2,1,0,1,0,0,1,0,846,36,19,2,0,7,711.44,0.22,0.43,0.23,0.03,0.0,0.09
2011-12-01,CHERRY BLOSSOM  DECORATIVE FLASK,10,3,0,0,0,0,0,0,1,0,53,17,2,0,0,0,23.04,0.5,0.38,0.06,0.0,0.0,0.06
2011-12-01,CHERRY BLOSSOM DECORATIVE FLASK,4,1,0,0,0,0,0,0,1,0,5,1,1,0,0,0,7.587999999999999,0.42,0.38,0.2,0.0,0.0,0.0
2011-12-01,CHERRY BLOSSOM LUGGAGE TAG,2,0,2,0,0,0,1,0,0,0,18,1,4,0,0,1,8.8125,0.41,0.11,0.17,0.0,0.0,0.32
2011-12-01,CHERRY BLOSSOM PASSPORT COVER,2,0,2,0,0,0,1,0,0,0,28,3,3,0,0,0,13.2575,0.41,0.39,0.11,0.0,0.0,0.09
2011-12-01,CHERRY BLOSSOM PURSE,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,4.147857142857143,0.28,0.56,0.16,0.0,0.0,0.0
2011-12-01,CHERRY CROCHET FOOD COVER,7,0,1,0,0,1,1,0,0,0,17,6,1,0,0,2,20.579333333333334,0.31,0.17,0.46,0.0,0.0,0.06
2011-12-01,CHERUB HEART DECORATION GOLD,2,1,0,0,0,0,0,0,1,0,159,13,6,0,0,2,141.82,0.25,0.15,0.24,0.0,0.0,0.37
2011-12-01,CHERUB HEART DECORATION SILVER ,24,1,1,0,0,0,0,0,1,0,351,13,6,0,0,5,241.92,0.12,0.66,0.11,0.0,0.0,0.11
2011-12-01,CHEST 7 DRAWER MA CAMPAGNE,3,2,0,0,0,0,1,0,0,0,4,2,0,0,0,1,1.9743333333333328,0.31,0.19,0.47,0.0,0.0,0.02
2011-11-01,CHEST NATURAL WOOD 20 DRAWERS,4,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3.8522142857142865,0.77,0.18,0.0,0.0,0.0,0.05
2011-12-01,CHEST OF DRAWERS GINGHAM HEART ,3,2,0,0,0,0,0,0,1,0,15,4,1,0,0,3,12.3175,0.4,0.4,0.11,0.0,0.0,0.1
2011-12-01,CHICK GREY HOT WATER BOTTLE,5,2,0,0,0,0,0,0,1,0,321,53,17,0,0,3,170.8,0.28,0.17,0.54,0.0,0.0,0.01
2011-12-01,CHILDREN'S APRON DOLLY GIRL ,21,4,1,0,0,0,0,0,1,0,318,37,9,2,0,2,151.25933333333333,0.16,0.7,0.13,0.01,0.0,0.0
2011-12-01,CHILDREN'S CIRCUS PARADE MUG,37,5,0,0,0,0,0,0,1,0,45,4,6,0,0,1,174.445,0.52,0.16,0.29,0.02,0.0,0.01
2011-12-01,CHILDREN'S SPACEBOY MUG,36,5,0,0,0,0,0,0,1,0,110,20,7,0,0,1,138.56150000000002,0.61,0.37,0.01,0.0,0.0,0.01
2011-12-01,CHILDRENS APRON APPLES DESIGN,55,9,1,0,0,0,0,0,1,0,300,37,15,1,0,2,147.85399999999998,0.28,0.16,0.46,0.03,0.0,0.07
2011-12-01,CHILDRENS APRON SPACEBOY DESIGN,121,10,3,1,0,1,0,0,1,0,513,67,15,2,0,3,324.9433333333333,0.4,0.17,0.38,0.0,0.0,0.05
2011-12-01,CHILDRENS CUTLERY CIRCUS PARADE,8,5,0,0,0,0,0,0,1,0,54,13,3,0,0,1,139.44666666666663,0.34,0.32,0.11,0.02,0.0,0.21
2011-12-01,CHILDRENS CUTLERY DOLLY GIRL ,62,10,0,0,0,0,0,0,1,0,315,40,6,2,0,2,197.91,0.47,0.27,0.18,0.03,0.0,0.05
2011-12-01,CHILDRENS CUTLERY POLKADOT BLUE,86,10,0,0,0,0,0,0,1,0,523,32,16,0,0,2,172.31,0.42,0.42,0.06,0.03,0.0,0.08
2011-12-01,CHILDRENS CUTLERY POLKADOT GREEN ,60,6,2,0,0,0,0,0,1,0,97,21,7,0,0,2,104.34,0.29,0.31,0.2,0.01,0.0,0.2
2011-12-01,CHILDRENS CUTLERY POLKADOT PINK,95,11,3,0,0,0,0,0,1,0,700,44,20,0,0,3,319.74,0.33,0.27,0.26,0.04,0.0,0.1
2011-12-01,CHILDRENS CUTLERY RETROSPOT RED ,73,8,1,0,0,0,0,0,1,0,323,25,18,0,0,3,374.7,0.31,0.19,0.32,0.05,0.0,0.13
2011-12-01,CHILDRENS CUTLERY SPACEBOY ,73,12,2,0,0,0,0,0,1,0,260,45,5,1,0,1,160.41533333333334,0.24,0.52,0.18,0.03,0.0,0.02
2011-12-01,CHILDRENS DOLLY GIRL MUG,12,4,0,0,0,0,0,0,1,0,74,14,6,0,0,4,97.65350000000002,0.53,0.28,0.15,0.03,0.0,0.01
2011-12-01,CHILDRENS GARDEN GLOVES BLUE,2,2,0,0,0,0,0,0,1,0,14,2,0,0,0,0,11.70747619047619,0.22,0.51,0.26,0.0,0.0,0.01
2011-12-01,CHILDRENS GARDEN GLOVES PINK,1,1,0,0,0,0,0,0,1,0,34,2,1,0,0,1,12.608333333333334,0.4,0.29,0.26,0.0,0.0,0.05
2011-12-01,CHILDRENS TOY COOKING UTENSIL SET,5,1,2,0,0,1,0,0,1,0,118,20,7,0,0,4,187.44,0.41,0.23,0.06,0.0,0.0,0.3
2011-12-01,CHILDS BREAKFAST SET CIRCUS PARADE,24,5,0,0,0,0,0,0,1,0,67,27,4,0,0,0,51.86,0.45,0.44,0.07,0.02,0.0,0.01
2011-12-01,CHILDS BREAKFAST SET DOLLY GIRL ,2,1,0,0,0,0,0,0,1,0,62,23,2,0,0,2,26.538833333333333,0.25,0.41,0.26,0.0,0.0,0.08
2011-12-01,CHILDS BREAKFAST SET SPACEBOY ,1,2,0,0,0,0,0,0,1,0,80,27,4,0,0,0,53.19083333333334,0.38,0.41,0.18,0.0,0.0,0.02
2011-12-01,CHILDS GARDEN BRUSH BLUE,36,0,0,0,0,1,1,0,0,0,12,2,1,0,0,0,12.6775,0.39,0.41,0.09,0.0,0.0,0.11
2011-12-01,CHILDS GARDEN BRUSH PINK,36,0,0,0,0,1,1,0,0,0,6,1,0,0,0,0,5.052309523809525,0.29,0.54,0.11,0.0,0.0,0.06
2011-12-01,CHILDS GARDEN FORK BLUE ,6,5,0,0,0,0,0,0,1,0,29,7,0,0,0,0,47.55333333333333,0.18,0.36,0.05,0.0,0.0,0.41
2011-12-01,CHILDS GARDEN FORK PINK,4,3,0,0,0,0,0,0,1,0,43,5,8,0,0,0,42.14,0.28,0.53,0.12,0.0,0.0,0.06
2011-11-01,CHILDS GARDEN RAKE BLUE,25,4,5,0,0,0,0,0,1,0,4,2,1,0,0,0,25.1075,0.4,0.25,0.06,0.0,0.0,0.28
2011-12-01,CHILDS GARDEN RAKE PINK,3,3,0,0,0,0,1,0,0,0,13,5,3,0,0,1,20.468833333333333,0.26,0.35,0.11,0.0,0.0,0.28
2011-11-01,CHILDS GARDEN SPADE BLUE,31,7,5,0,0,2,1,0,0,0,10,3,1,0,0,0,11.620952380952383,0.62,0.17,0.15,0.0,0.0,0.06
2011-12-01,CHILDS GARDEN SPADE PINK,1,1,0,0,0,0,1,0,0,0,20,4,6,0,0,1,16.713333333333335,0.38,0.18,0.18,0.0,0.0,0.26
2011-12-01,CHILDS GARDEN TROWEL BLUE ,4,3,0,0,0,0,0,0,1,0,25,4,0,0,0,0,19.3,0.49,0.4,0.07,0.0,0.0,0.04
2011-12-01,CHILDS GARDEN TROWEL PINK,2,2,0,0,0,0,0,0,1,0,20,5,0,0,0,0,19.898333333333333,0.34,0.2,0.42,0.0,0.0,0.04
2011-12-01,CHILLI LIGHTS,231,11,2,0,0,3,0,0,1,0,1943,56,22,0,0,17,781.78,0.13,0.37,0.38,0.0,0.0,0.12
2011-12-01,CHINESE DRAGON PAPER LANTERNS,13,1,2,0,0,0,1,0,0,0,169,3,0,0,0,0,257.16166666666663,0.39,0.33,0.26,0.0,0.0,0.03
2011-12-01,CHOC TRUFFLE GOLD TRINKET POT ,10,1,0,0,0,0,1,0,0,0,41,5,1,0,0,0,52.13416666666666,0.45,0.33,0.2,0.0,0.0,0.03
2011-11-01,CHOCOLATE 1 WICK MORRIS BOX CANDLE,23,5,1,0,0,0,1,0,0,0,157,18,2,0,0,0,24.12,0.81,0.12,0.07,0.0,0.0,0.0
2011-12-01,CHOCOLATE 3 WICK MORRIS BOX CANDLE,6,0,2,0,0,0,0,0,1,0,11,1,1,0,0,0,12.568333333333333,0.41,0.36,0.2,0.0,0.0,0.03
2011-12-01,CHOCOLATE BOX RIBBONS ,24,4,2,0,0,0,0,0,1,0,132,22,13,0,0,2,118.49336111111111,0.27,0.41,0.28,0.0,0.0,0.05
2011-12-01,CHOCOLATE CALCULATOR,10,2,2,0,0,0,0,0,1,0,176,23,14,0,0,1,54.46666666666666,0.29,0.22,0.24,0.0,0.0,0.25
2011-12-01,CHOCOLATE HOT WATER BOTTLE,125,14,3,0,0,2,0,0,1,0,1117,126,29,0,0,8,910.1,0.21,0.41,0.22,0.0,0.0,0.16
2011-12-01,CHOCOLATE THIS WAY METAL SIGN,32,5,3,0,0,0,0,0,1,0,392,34,5,2,0,3,200.73333333333332,0.34,0.42,0.14,0.0,0.0,0.09
2011-11-01,CHRISTMAS CARD SCREEN PRINT ,298,9,5,0,0,1,1,0,0,0,210,9,2,0,0,0,165.08,0.37,0.4,0.17,0.0,0.0,0.06
2011-12-01,CHRISTMAS CARD SINGING ANGEL,-12,1,0,0,0,0,1,0,0,0,73,6,1,0,0,0,54.99,0.62,0.29,0.09,0.0,0.0,0.0
2011-11-01,CHRISTMAS CARD STACK OF PRESENTS,24,0,0,0,0,1,1,0,0,0,228,10,0,0,0,0,163.32,0.55,0.35,0.0,0.0,0.0,0.1
2011-12-01,CHRISTMAS CRAFT LITTLE FRIENDS,63,8,2,0,0,0,0,0,1,0,961,119,34,0,0,5,878.92,0.25,0.2,0.41,0.01,0.0,0.12
2011-12-01,CHRISTMAS CRAFT TREE TOP ANGEL,39,4,1,0,0,0,0,0,1,0,710,89,27,0,0,8,644.03,0.31,0.29,0.14,0.0,0.0,0.26
2011-12-01,CHRISTMAS CRAFT WHITE FAIRY ,49,4,1,0,0,0,0,0,1,0,696,86,18,0,0,4,800.1,0.23,0.43,0.24,0.07,0.0,0.02
2011-12-01,CHRISTMAS DECOUPAGE CANDLE,109,5,0,0,0,0,1,0,0,0,50,1,1,0,0,1,4.37,0.39,0.34,0.09,0.0,0.0,0.19
2011-12-01,"CHRISTMAS GARLAND STARS,TREES",7,0,2,0,0,0,1,0,0,0,53,4,7,0,0,0,48.04033333333333,0.26,0.23,0.52,0.0,0.0,0.0
2011-12-01,CHRISTMAS GINGHAM HEART,10,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,45.10116666666666,0.58,0.23,0.18,0.0,0.0,0.0
2011-12-01,CHRISTMAS GINGHAM STAR,72,4,0,0,0,0,0,0,1,0,457,24,17,0,0,4,393.42,0.28,0.17,0.14,0.03,0.0,0.39
2011-12-01,CHRISTMAS GINGHAM TREE,16,1,1,0,0,1,0,0,1,0,691,24,20,1,0,4,324.31,0.13,0.16,0.19,0.0,0.0,0.52
2011-12-01,CHRISTMAS HANGING HEART WITH BELL,17,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,73.62,0.28,0.11,0.6,0.0,0.0,0.0
2011-11-01,CHRISTMAS HANGING SNOWFLAKE,232,17,2,0,0,2,0,0,1,0,74,7,0,0,0,1,54.75899999999999,0.48,0.32,0.1,0.0,0.0,0.1
2011-12-01,CHRISTMAS HANGING STAR WITH BELL,79,1,2,0,0,1,0,0,1,0,2186,66,22,0,0,4,1824.8,0.3,0.27,0.29,0.07,0.0,0.07
2011-12-01,CHRISTMAS HANGING TREE WITH BELL,2,0,1,0,0,1,0,0,1,0,89,4,6,0,0,4,65.47516666666667,0.46,0.38,0.1,0.0,0.0,0.05
2011-12-01,CHRISTMAS LIGHTS 10 REINDEER,44,12,1,0,0,0,0,0,1,0,305,61,18,0,0,4,119.03,0.16,0.17,0.66,0.0,0.0,0.01
2011-12-01,CHRISTMAS LIGHTS 10 SANTAS ,7,4,0,0,0,0,0,0,1,0,70,24,5,0,0,3,48.76,0.57,0.24,0.12,0.0,0.0,0.07
2011-12-01,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,5,4,1,0,0,0,0,0,1,0,116,11,7,0,0,2,15.428333333333333,0.35,0.39,0.1,0.0,0.0,0.16
2011-12-01,CHRISTMAS METAL POSTCARD WITH BELLS,42,2,1,0,0,0,1,0,0,0,960,9,18,0,0,2,967.03,0.45,0.14,0.21,0.03,0.0,0.18
2011-12-01,CHRISTMAS METAL TAGS ASSORTED ,49,4,0,0,0,0,0,0,1,0,628,26,2,1,0,2,422.16,0.69,0.15,0.03,0.0,0.0,0.13
2011-12-01,CHRISTMAS MUSICAL ZINC STAR,19,2,1,0,0,0,1,0,0,0,548,18,18,0,0,2,394.82,0.16,0.55,0.2,0.0,0.0,0.09
2011-12-01,CHRISTMAS MUSICAL ZINC TREE,10,2,0,0,0,0,0,0,1,0,243,7,18,0,0,1,245.82,0.38,0.33,0.24,0.0,0.0,0.04
2011-12-01,CHRISTMAS PUDDING TRINKET POT ,130,4,2,0,0,0,0,0,1,0,1205,53,22,0,0,4,1930.0733333333335,0.06,0.1,0.64,0.0,0.0,0.2
2011-12-01,CHRISTMAS RETROSPOT ANGEL WOOD,37,3,1,0,0,0,0,0,1,0,479,35,7,1,0,4,429.86,0.74,0.06,0.02,0.0,0.0,0.18
2011-10-01,CHRISTMAS RETROSPOT HEART WOOD,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,21.24516666666666,0.55,0.17,0.28,0.0,0.0,0.0
2011-12-01,CHRISTMAS RETROSPOT STAR WOOD,51,3,1,0,0,0,0,0,1,0,356,38,8,0,0,2,309.53,0.33,0.33,0.2,0.0,0.0,0.14
2011-12-01,CHRISTMAS RETROSPOT TREE WOOD,46,3,0,0,0,0,0,0,1,0,486,40,4,1,0,2,388.17,0.4,0.26,0.14,0.0,0.0,0.21
2011-12-01,CHRISTMAS STAR WISH LIST CHALKBOARD,108,8,0,0,0,0,0,0,1,0,512,51,12,0,0,3,290.18,0.18,0.56,0.17,0.0,0.0,0.09
2011-12-01,CHRISTMAS TABLE SILVER CANDLE SPIKE,32,2,0,0,0,0,0,0,1,0,309,17,11,0,0,2,328.35,0.2,0.09,0.52,0.0,0.0,0.18
2011-12-01,CHRISTMAS TOILET ROLL,18,3,0,0,0,0,0,0,1,0,387,58,14,0,0,3,240.12,0.24,0.31,0.05,0.0,0.0,0.39
2011-12-01,CHRISTMAS TREE DECORATION WITH BELL,32,0,3,0,0,0,0,0,1,0,8,0,1,0,0,0,26.596500000000002,0.4,0.39,0.22,0.0,0.0,0.0
2011-12-01,CHRISTMAS TREE HANGING GOLD,43,2,1,0,0,0,0,0,1,0,174,12,6,0,0,3,167.775,0.7,0.2,0.03,0.0,0.0,0.08
2011-12-01,CHRISTMAS TREE HANGING SILVER ,84,3,1,0,0,0,0,0,1,0,214,19,9,0,0,5,110.45,0.25,0.48,0.15,0.0,0.0,0.12
2011-12-01,CHRISTMAS TREE HEART DECORATION,180,0,4,0,0,0,0,0,1,0,19,1,2,0,0,0,38.3455,0.51,0.23,0.26,0.0,0.0,0.0
2011-12-01,CHRISTMAS TREE PAINTED ZINC ,16,1,1,0,0,0,1,0,0,0,322,11,6,0,0,4,151.13,0.53,0.23,0.13,0.0,0.0,0.1
2011-12-01,CHRISTMAS TREE STAR DECORATION,27,0,6,0,0,0,0,0,1,0,332,8,18,0,0,0,294.46,0.38,0.56,0.05,0.0,0.0,0.0
2011-12-01,CHRYSANTHEMUM  JOURNAL,1,0,1,0,0,0,1,0,0,0,25,9,2,0,0,1,14.197571428571427,0.3,0.52,0.17,0.0,0.0,0.01
2011-11-01,CHRYSANTHEMUM NOTEBOOK,58,11,10,0,0,0,1,0,0,0,21,3,3,0,0,0,15.7,0.44,0.16,0.41,0.0,0.0,0.0
2011-12-01,CHRYSANTHEMUM POCKET BOOK ,2,1,0,0,0,0,1,0,0,0,23,5,0,0,0,0,5.93,0.61,0.39,0.0,0.0,0.0,0.0
2011-12-01,CHRYSANTHEMUM SKETCHBOOK ,3,2,0,0,0,0,0,0,1,0,10,7,1,0,0,1,6.5618333333333325,0.84,0.12,0.03,0.0,0.0,0.02
2011-12-01,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,0,1,0,0,0,0,0,1,0,5,3,1,0,0,0,2.731666666666667,0.37,0.12,0.51,0.0,0.0,0.0
2011-11-01,CINAMMON & ORANGE WREATH,22,12,0,0,0,0,1,0,0,0,8,4,0,0,0,0,6.009333333333333,0.84,0.14,0.02,0.0,0.0,0.0
2011-12-01,CINAMMON SET OF 9 T-LIGHTS,14,1,2,0,0,0,0,0,1,0,135,16,5,0,0,2,49.28,0.24,0.42,0.15,0.0,0.0,0.18
2011-12-01,CINDERELLA CHANDELIER ,-2,0,0,0,0,1,0,0,1,0,-7,2,0,0,0,0,20.998,0.08,0.48,0.01,0.17,0.0,0.26
2011-11-01,CINNAMON SCENTED VOTIVE CANDLE,336,8,0,0,0,0,1,0,0,0,132,5,0,0,0,0,106.95200000000001,0.39,0.45,0.03,0.0,0.0,0.13
2011-12-01,CIRCUS PARADE BABY GIFT SET,14,3,0,1,0,0,0,0,1,0,54,12,7,1,0,1,39.98,0.07,0.78,0.11,0.0,0.0,0.03
2011-12-01,CIRCUS PARADE CHILDRENS EGG CUP ,12,1,0,0,0,0,0,0,1,0,57,5,6,0,0,1,81.38550000000001,0.41,0.42,0.16,0.0,0.0,0.0
2011-12-01,CIRCUS PARADE LUNCH BOX ,38,3,2,0,0,0,0,0,1,0,352,17,23,1,0,2,362.6145714285715,0.33,0.36,0.21,0.0,0.0,0.1
2011-12-01,CITRONELLA CANDLE FLOWERPOT,38,6,0,0,0,1,0,0,1,0,35,11,3,0,0,0,27.118333333333336,0.25,0.63,0.05,0.0,0.0,0.07
2011-12-01,CITRONELLA CANDLE GARDEN POT,152,7,2,0,0,0,1,0,0,0,102,13,8,0,0,0,137.30666666666667,0.32,0.35,0.33,0.0,0.0,0.0
2011-12-01,CITRUS GARLAND FELT FLOWERS ,3,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,12.901,0.51,0.49,0.0,0.0,0.0,0.0
2011-12-01,CLAM SHELL SMALL ,6,1,0,0,0,0,1,0,0,0,7,1,1,0,0,0,9.240166666666667,0.54,0.37,0.09,0.0,0.0,0.0
2011-11-01,CLASSIC BICYCLE CLIPS ,518,45,4,0,0,0,0,0,1,0,14,1,1,0,0,0,55.43,0.25,0.22,0.11,0.08,0.0,0.34
2011-12-01,CLASSIC CAFE SUGAR DISPENSER,92,8,1,0,0,1,0,0,1,0,620,32,23,0,0,3,208.91,0.29,0.31,0.24,0.01,0.0,0.14
2011-11-01,CLASSIC CHROME BICYCLE BELL ,954,83,10,0,0,4,0,0,1,0,204,13,0,0,0,0,101.62275,0.21,0.55,0.11,0.01,0.0,0.12
2011-12-01,CLASSIC DIAMANTE EARRINGS JET,-6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3.5511666666666666,0.52,0.0,0.35,0.0,0.0,0.13
2011-12-01,CLASSIC FRENCH STYLE BASKET BROWN,3,1,0,0,0,0,0,0,1,0,50,9,3,0,0,2,28.704999999999995,0.42,0.22,0.12,0.0,0.0,0.24
2011-12-01,CLASSIC FRENCH STYLE BASKET GREEN ,8,3,0,0,0,0,0,0,1,0,13,3,0,0,0,0,21.2925,0.45,0.45,0.05,0.0,0.0,0.05
2011-12-01,CLASSIC FRENCH STYLE BASKET NATURAL,23,3,1,0,0,0,1,0,0,0,4,1,1,0,0,0,10.522666666666666,0.27,0.51,0.14,0.0,0.0,0.08
2011-12-01,CLASSIC GLASS COOKIE JAR,43,8,4,0,0,1,0,0,1,0,220,44,10,0,0,2,211.09,0.54,0.22,0.11,0.0,0.0,0.12
2011-12-01,CLASSIC METAL BIRDCAGE PLANT HOLDER,24,7,2,0,0,0,0,0,1,0,68,22,0,0,0,1,72.155,0.46,0.37,0.14,0.0,0.0,0.02
2011-12-01,CLASSIC WHITE FRAME,3,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,2.3408333333333333,0.78,0.18,0.03,0.0,0.0,0.0
2011-09-01,CLASSICAL ROSE CANDLESTAND,1,0,1,0,0,0,1,0,0,0,17,2,0,0,0,0,15.33,0.3,0.29,0.36,0.0,0.0,0.05
2011-08-01,CLASSICAL ROSE SMALL VASE,2,0,1,0,0,0,1,0,0,0,6,0,0,0,0,1,8.68,0.47,0.36,0.1,0.0,0.0,0.07
2011-10-01,CLEAR ACRYLIC FACETED BANGLE,10,1,0,0,0,0,1,0,0,0,6,1,0,0,0,0,5.4238333333333335,0.58,0.2,0.22,0.0,0.0,0.0
2011-11-01,CLEAR CRYSTAL STAR PHONE CHARM,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4.863999999999999,0.21,0.23,0.56,0.0,0.0,0.0
2011-12-01,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,75,3,2,0,0,0,0,0,1,0,812,26,17,1,0,5,673.95,0.32,0.29,0.26,0.01,0.0,0.12
2011-12-01,CLEAR LOVE BIRD T-LIGHT HOLDER,7,0,1,0,0,0,0,0,1,0,6,1,1,0,0,1,13.893333333333333,0.58,0.06,0.21,0.0,0.0,0.14
2011-09-01,CLEAR STATIONERY BOX SET ,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,9.83,0.42,0.18,0.4,0.0,0.0,0.0
2011-12-01,CLOCK MAGNET MUM'S KITCHEN,3,1,1,0,0,0,0,0,1,0,43,2,3,1,0,1,12.395,0.6,0.13,0.07,0.05,0.0,0.14
2011-12-01,CLOTHES PEGS RETROSPOT PACK 24 ,241,8,2,0,0,1,0,0,1,0,605,51,17,1,0,6,545.342,0.32,0.42,0.21,0.01,0.0,0.05
2011-12-01,COCKLE SHELL DISH,1,0,1,0,0,0,1,0,0,0,16,1,4,0,0,1,19.68916666666667,0.43,0.5,0.08,0.0,0.0,0.0
2011-12-01,COCKTAIL SWORDS 50 PIECES,1,2,1,0,0,0,0,0,1,0,71,8,7,0,0,1,74.12,0.34,0.13,0.2,0.27,0.0,0.05
2011-12-01,COFFEE MUG APPLES DESIGN,38,6,0,0,0,0,0,0,1,0,236,22,3,0,0,0,244.34099999999998,0.29,0.52,0.13,0.01,0.0,0.05
