,YYYYMM,Description,Quantity,Demand Pattern,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,product_cluster
2768,201008,ANTIQUE TALL SWIRLGLASS TRINKET POT,21,Lumpy,20,1,0,0,0,0
2769,201009,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,Lumpy,4,0,0,0,0,0
2770,201010,ANTIQUE TALL SWIRLGLASS TRINKET POT,8,Lumpy,4,0,0,0,4,0
2771,201012,ANTIQUE TALL SWIRLGLASS TRINKET POT,54,Lumpy,53,1,0,0,0,0
2772,201101,ANTIQUE TALL SWIRLGLASS TRINKET POT,55,Lumpy,49,6,0,0,0,0
2773,201102,ANTIQUE TALL SWIRLGLASS TRINKET POT,41,Lumpy,37,4,0,0,0,0
2774,201103,ANTIQUE TALL SWIRLGLASS TRINKET POT,187,Lumpy,168,18,0,0,1,0
2775,201104,ANTIQUE TALL SWIRLGLASS TRINKET POT,25,Lumpy,22,3,0,0,0,0
2776,201105,ANTIQUE TALL SWIRLGLASS TRINKET POT,23,Lumpy,20,3,0,0,0,0
2777,201106,ANTIQUE TALL SWIRLGLASS TRINKET POT,39,Lumpy,36,3,0,0,0,0
2778,201107,ANTIQUE TALL SWIRLGLASS TRINKET POT,70,Lumpy,53,17,0,0,0,0
2779,201108,ANTIQUE TALL SWIRLGLASS TRINKET POT,64,Lumpy,51,13,0,0,0,0
2780,201109,ANTIQUE TALL SWIRLGLASS TRINKET POT,53,Lumpy,48,5,0,0,0,0
2781,201110,ANTIQUE TALL SWIRLGLASS TRINKET POT,73,Lumpy,60,9,0,0,4,0
2782,201111,ANTIQUE TALL SWIRLGLASS TRINKET POT,80,Lumpy,67,12,0,0,1,0
2783,201112,ANTIQUE TALL SWIRLGLASS TRINKET POT,10,Lumpy,8,2,0,0,0,0
2784,201101,APOTHECARY MEASURING JAR,4,Lumpy,4,0,0,0,0,0
2785,201103,APOTHECARY MEASURING JAR,2,Lumpy,2,0,0,0,0,0
2786,201104,APOTHECARY MEASURING JAR,8,Lumpy,8,0,0,0,0,0
2787,201106,APOTHECARY MEASURING JAR,14,Lumpy,2,0,12,0,0,0
2788,201107,APOTHECARY MEASURING JAR,7,Lumpy,7,0,0,0,0,0
2789,201108,APOTHECARY MEASURING JAR,7,Lumpy,4,3,0,0,0,0
2790,201109,APOTHECARY MEASURING JAR,14,Lumpy,14,0,0,0,0,0
2791,201110,APOTHECARY MEASURING JAR,2,Lumpy,2,0,0,0,0,0
2792,201111,APOTHECARY MEASURING JAR,8,Lumpy,8,0,0,0,0,0
2793,201001,APPLE BATH SPONGE,3,Lumpy,1,1,0,0,1,1
2794,201002,APPLE BATH SPONGE,110,Lumpy,10,0,0,0,100,1
2795,201003,APPLE BATH SPONGE,26,Lumpy,21,4,0,0,1,1
2796,201005,APPLE BATH SPONGE,11,Lumpy,11,0,0,0,0,1
2797,201006,APPLE BATH SPONGE,4,Lumpy,1,3,0,0,0,1
2798,201007,APPLE BATH SPONGE,11,Lumpy,6,5,0,0,0,1
2799,201008,APPLE BATH SPONGE,11,Lumpy,7,4,0,0,0,1
2800,201009,APPLE BATH SPONGE,7,Lumpy,0,5,0,0,2,1
2801,201010,APPLE BATH SPONGE,36,Lumpy,30,6,0,0,0,1
2802,201012,APPLE BATH SPONGE,127,Lumpy,99,26,0,0,2,1
2803,201101,APPLE BATH SPONGE,57,Lumpy,30,27,0,0,0,1
2804,201102,APPLE BATH SPONGE,10,Lumpy,0,10,0,0,0,1
2805,201103,APPLE BATH SPONGE,55,Lumpy,21,24,0,0,10,1
2806,201104,APPLE BATH SPONGE,88,Lumpy,86,2,0,0,0,1
2807,201105,APPLE BATH SPONGE,88,Lumpy,79,7,0,0,2,1
2808,201106,APPLE BATH SPONGE,82,Lumpy,77,5,0,0,0,1
2809,201107,APPLE BATH SPONGE,63,Lumpy,43,18,0,0,2,1
2810,201108,APPLE BATH SPONGE,106,Lumpy,66,40,0,0,0,1
2811,201109,APPLE BATH SPONGE,68,Lumpy,56,9,0,0,3,1
2812,201110,APPLE BATH SPONGE,82,Lumpy,62,11,0,0,9,1
2813,201111,APPLE BATH SPONGE,271,Lumpy,236,17,0,0,18,1
2814,201112,APPLE BATH SPONGE,22,Lumpy,10,12,0,0,0,1
2815,201005,APRON APPLE DELIGHT,2,Lumpy,2,0,0,0,0,0
2816,201006,APRON APPLE DELIGHT,1,Lumpy,0,1,0,0,0,0
2817,201007,APRON APPLE DELIGHT,1,Lumpy,0,1,0,0,0,0
2818,201008,APRON APPLE DELIGHT,1,Lumpy,0,1,0,0,0,0
2819,201012,APRON APPLE DELIGHT,3,Lumpy,2,1,0,0,0,0
2820,201101,APRON APPLE DELIGHT,6,Lumpy,5,1,0,0,0,0
2821,201102,APRON APPLE DELIGHT,40,Lumpy,40,0,0,0,0,0
2822,201103,APRON APPLE DELIGHT,30,Lumpy,25,5,0,0,0,0
2823,201104,APRON APPLE DELIGHT,28,Lumpy,26,2,0,0,0,0
2824,201105,APRON APPLE DELIGHT,17,Lumpy,17,1,0,0,-1,0
2825,201106,APRON APPLE DELIGHT,23,Lumpy,20,0,3,0,0,0
2826,201107,APRON APPLE DELIGHT,27,Lumpy,14,1,0,0,12,0
2827,201108,APRON APPLE DELIGHT,16,Lumpy,12,4,0,0,0,0
2828,201109,APRON APPLE DELIGHT,4,Lumpy,4,0,0,0,0,0
2829,201110,APRON APPLE DELIGHT,14,Lumpy,12,0,0,0,2,0
2830,201111,APRON APPLE DELIGHT,1,Lumpy,0,1,0,0,0,0
2831,201112,APRON APPLE DELIGHT,59,Lumpy,59,0,0,0,0,0
2832,201012,APRON MODERN VINTAGE COTTON,13,Lumpy,9,4,0,0,0,0
2833,201101,APRON MODERN VINTAGE COTTON,85,Lumpy,6,19,0,0,60,0
2834,201102,APRON MODERN VINTAGE COTTON,2,Lumpy,2,0,0,0,0,0
2835,201103,APRON MODERN VINTAGE COTTON,123,Lumpy,104,7,0,0,12,0
2836,201104,APRON MODERN VINTAGE COTTON,60,Lumpy,54,6,0,0,0,0
2837,201105,APRON MODERN VINTAGE COTTON,103,Lumpy,90,1,0,0,12,0
2838,201106,APRON MODERN VINTAGE COTTON,9,Lumpy,6,3,0,0,0,0
2839,201107,APRON MODERN VINTAGE COTTON,5,Lumpy,4,1,0,0,0,0
2840,201108,APRON MODERN VINTAGE COTTON,28,Lumpy,28,0,0,0,0,0
2841,201109,APRON MODERN VINTAGE COTTON,16,Lumpy,14,2,0,0,0,0
2842,201110,APRON MODERN VINTAGE COTTON,17,Lumpy,14,3,0,0,0,0
2843,201111,APRON MODERN VINTAGE COTTON,19,Lumpy,16,3,0,0,0,0
2844,201112,APRON MODERN VINTAGE COTTON,14,Lumpy,12,2,0,0,0,0
2845,201010,AQUA BERTIE GLASS BEAD BAG CHARM,1,Erratic,0,1,0,0,0,0
2846,201101,AQUA BERTIE GLASS BEAD BAG CHARM,16,Erratic,12,4,0,0,0,0
2847,201102,AQUA BERTIE GLASS BEAD BAG CHARM,6,Erratic,6,0,0,0,0,0
2848,201105,AQUA BERTIE GLASS BEAD BAG CHARM,2,Erratic,1,1,0,0,0,0
2849,201106,AQUA BERTIE GLASS BEAD BAG CHARM,1,Erratic,0,1,0,0,0,0
2850,201107,AQUA BERTIE GLASS BEAD BAG CHARM,1,Erratic,0,1,0,0,0,0
2851,201112,AQUA BERTIE GLASS BEAD BAG CHARM,3,Erratic,0,3,0,0,0,0
2852,201001,AREA PATROLLED METAL SIGN,1,Lumpy,0,1,0,0,0,4
2853,201002,AREA PATROLLED METAL SIGN,1,Lumpy,1,0,0,0,0,4
2854,201003,AREA PATROLLED METAL SIGN,1,Lumpy,0,1,0,0,0,4
2855,201005,AREA PATROLLED METAL SIGN,8,Lumpy,8,0,0,0,0,4
2856,201006,AREA PATROLLED METAL SIGN,53,Lumpy,48,5,0,0,0,4
2857,201007,AREA PATROLLED METAL SIGN,2,Lumpy,0,2,0,0,0,4
2858,201008,AREA PATROLLED METAL SIGN,31,Lumpy,31,0,0,0,0,4
2859,201009,AREA PATROLLED METAL SIGN,44,Lumpy,43,0,0,0,1,4
2860,201012,AREA PATROLLED METAL SIGN,49,Lumpy,47,2,0,0,0,4
2861,201101,AREA PATROLLED METAL SIGN,233,Lumpy,215,6,0,0,12,4
2862,201102,AREA PATROLLED METAL SIGN,358,Lumpy,341,4,0,0,13,4
2863,201103,AREA PATROLLED METAL SIGN,296,Lumpy,292,4,0,0,0,4
2864,201104,AREA PATROLLED METAL SIGN,477,Lumpy,462,3,0,0,12,4
2865,201105,AREA PATROLLED METAL SIGN,163,Lumpy,146,5,0,0,12,4
2866,201106,AREA PATROLLED METAL SIGN,607,Lumpy,596,11,0,0,0,4
2867,201107,AREA PATROLLED METAL SIGN,316,Lumpy,300,4,0,0,12,4
2868,201108,AREA PATROLLED METAL SIGN,427,Lumpy,420,7,0,0,0,4
2869,201109,AREA PATROLLED METAL SIGN,509,Lumpy,485,9,0,0,15,4
2870,201110,AREA PATROLLED METAL SIGN,335,Lumpy,331,3,0,0,1,4
2871,201111,AREA PATROLLED METAL SIGN,357,Lumpy,346,9,0,0,2,4
2872,201112,AREA PATROLLED METAL SIGN,80,Lumpy,79,1,0,0,0,4
2873,201002,ARMY CAMO BOOKCOVER TAPE,5,Intermittent,5,0,0,0,0,0
2874,201103,ARMY CAMO BOOKCOVER TAPE,4,Intermittent,4,0,0,0,0,0
2875,201106,ARMY CAMO BOOKCOVER TAPE,4,Intermittent,4,0,0,0,0,0
2876,201109,ARMY CAMO BOOKCOVER TAPE,4,Intermittent,4,0,0,0,0,0
2877,201001,"ART LIGHTS,FUNK MONKEY",7,Erratic,6,1,0,0,0,0
2878,201002,"ART LIGHTS,FUNK MONKEY",20,Erratic,20,0,0,0,0,0
2879,201005,"ART LIGHTS,FUNK MONKEY",1,Erratic,1,0,0,0,0,0
2880,201006,"ART LIGHTS,FUNK MONKEY",2,Erratic,0,1,0,0,1,0
2881,201012,"ART LIGHTS,FUNK MONKEY",24,Erratic,3,0,0,0,21,0
2882,201101,"ART LIGHTS,FUNK MONKEY",15,Erratic,3,0,0,0,12,0
2883,201102,"ART LIGHTS,FUNK MONKEY",7,Erratic,6,0,0,0,1,0
2884,201103,"ART LIGHTS,FUNK MONKEY",32,Erratic,30,2,0,0,0,0
2885,201104,"ART LIGHTS,FUNK MONKEY",21,Erratic,6,2,0,0,13,0
2886,201105,"ART LIGHTS,FUNK MONKEY",42,Erratic,42,0,0,0,0,0
2887,201106,"ART LIGHTS,FUNK MONKEY",4,Erratic,2,0,0,0,2,0
2888,201107,"ART LIGHTS,FUNK MONKEY",39,Erratic,27,0,0,0,12,0
2889,201108,"ART LIGHTS,FUNK MONKEY",10,Erratic,2,1,0,0,7,0
2890,201109,"ART LIGHTS,FUNK MONKEY",29,Erratic,7,2,0,0,20,0
2891,201110,"ART LIGHTS,FUNK MONKEY",50,Erratic,12,1,0,0,37,0
2892,201111,"ART LIGHTS,FUNK MONKEY",62,Erratic,24,4,0,0,34,0
2893,201112,"ART LIGHTS,FUNK MONKEY",5,Erratic,4,1,0,0,0,0
2894,201009,ASS COL CIRCLE MOBILE ,5,Erratic,5,0,0,0,0,0
2895,201101,ASS COL CIRCLE MOBILE ,4,Erratic,4,0,0,0,0,0
2896,201103,ASS COL CIRCLE MOBILE ,2,Erratic,2,0,0,0,0,0
2897,201104,ASS COL CIRCLE MOBILE ,432,Erratic,0,0,0,0,432,0
2898,201105,ASS COL CIRCLE MOBILE ,7,Erratic,7,0,0,0,0,0
2899,201106,ASS COL CIRCLE MOBILE ,24,Erratic,24,0,0,0,0,0
2900,201010,ASS COL LARGE SAND FROG P'WEIGHT,6,Erratic,6,0,0,0,0,0
2901,201012,ASS COL LARGE SAND FROG P'WEIGHT,12,Erratic,12,0,0,0,0,0
2902,201105,ASS COL LARGE SAND FROG P'WEIGHT,6,Erratic,6,0,0,0,0,0
2903,201109,ASS COL LARGE SAND FROG P'WEIGHT,2,Erratic,2,0,0,0,0,0
2904,201112,ASS COL LARGE SAND FROG P'WEIGHT,1,Erratic,1,0,0,0,0,0
2905,201001,ASS COL SMALL SAND GECKO P'WEIGHT,2,Erratic,2,0,0,0,0,0
2906,201010,ASS COL SMALL SAND GECKO P'WEIGHT,4,Erratic,4,0,0,0,0,0
2907,201012,ASS COL SMALL SAND GECKO P'WEIGHT,6,Erratic,6,0,0,0,0,0
2908,201101,ASS COL SMALL SAND GECKO P'WEIGHT,5,Erratic,5,0,0,0,0,0
2909,201106,ASS COL SMALL SAND GECKO P'WEIGHT,10,Erratic,10,0,0,0,0,0
2910,201109,ASS COL SMALL SAND GECKO P'WEIGHT,2,Erratic,2,0,0,0,0,0
2911,201005,ASS COLOUR GLOWING TIARAS,4,Erratic,4,0,0,0,0,0
2912,201012,ASS COLOUR GLOWING TIARAS,10,Erratic,10,0,0,0,0,0
2913,201101,ASS COLOUR GLOWING TIARAS,4,Erratic,2,2,0,0,0,0
2914,201102,ASS COLOUR GLOWING TIARAS,2,Erratic,2,0,0,0,0,0
2915,201103,ASS COLOUR GLOWING TIARAS,10,Erratic,10,0,0,0,0,0
2916,201104,ASS COLOUR GLOWING TIARAS,120,Erratic,0,0,0,0,120,0
2917,201105,ASS COLOUR GLOWING TIARAS,20,Erratic,20,0,0,0,0,0
2918,201106,ASS COLOUR GLOWING TIARAS,33,Erratic,33,0,0,0,0,0
2919,201107,ASS COLOUR GLOWING TIARAS,20,Erratic,20,0,0,0,0,0
2920,201108,ASS COLOUR GLOWING TIARAS,2,Erratic,2,0,0,0,0,0
2921,201109,ASS COLOUR GLOWING TIARAS,18,Erratic,18,0,0,0,0,0
2922,201110,ASS COLOUR GLOWING TIARAS,24,Erratic,24,0,0,0,0,0
2923,201111,ASS COLOUR GLOWING TIARAS,15,Erratic,15,0,0,0,0,0
2924,201005,ASS DES PHONE SPONGE CRAFT STICKER,64,Erratic,64,0,0,0,0,0
2925,201012,ASS DES PHONE SPONGE CRAFT STICKER,121,Erratic,121,0,0,0,0,0
2926,201101,ASS DES PHONE SPONGE CRAFT STICKER,60,Erratic,60,0,0,0,0,0
2927,201104,ASS DES PHONE SPONGE CRAFT STICKER,1,Erratic,1,0,0,0,0,0
2928,201105,ASS DES PHONE SPONGE CRAFT STICKER,131,Erratic,71,0,0,0,60,0
2929,201107,ASS DES PHONE SPONGE CRAFT STICKER,120,Erratic,120,0,0,0,0,0
2930,201110,ASS DES PHONE SPONGE CRAFT STICKER,14,Erratic,14,0,0,0,0,0
2931,201012,ASS FLORAL PRINT MULTI SCREWDRIVER,120,Lumpy,48,0,0,0,72,1
2932,201101,ASS FLORAL PRINT MULTI SCREWDRIVER,189,Lumpy,189,0,0,0,0,1
2933,201102,ASS FLORAL PRINT MULTI SCREWDRIVER,104,Lumpy,56,0,0,0,48,1
2934,201103,ASS FLORAL PRINT MULTI SCREWDRIVER,164,Lumpy,92,0,0,0,72,1
2935,201104,ASS FLORAL PRINT MULTI SCREWDRIVER,234,Lumpy,42,0,0,0,192,1
2936,201105,ASS FLORAL PRINT MULTI SCREWDRIVER,20,Lumpy,20,0,0,0,0,1
2937,201106,ASS FLORAL PRINT MULTI SCREWDRIVER,92,Lumpy,91,1,0,0,0,1
2938,201107,ASS FLORAL PRINT MULTI SCREWDRIVER,274,Lumpy,226,0,0,0,48,1
2939,201108,ASS FLORAL PRINT MULTI SCREWDRIVER,382,Lumpy,334,0,0,0,48,1
2940,201109,ASS FLORAL PRINT MULTI SCREWDRIVER,416,Lumpy,392,0,0,0,24,1
2941,201110,ASS FLORAL PRINT MULTI SCREWDRIVER,303,Lumpy,300,3,0,0,0,1
2942,201111,ASS FLORAL PRINT MULTI SCREWDRIVER,338,Lumpy,338,0,0,0,0,1
2943,201112,ASS FLORAL PRINT MULTI SCREWDRIVER,86,Lumpy,86,0,0,0,0,1
2944,201003,ASS FLORAL PRINT SPIRIT LEVEL ,1,Erratic,1,0,0,0,0,0
2945,201006,ASS FLORAL PRINT SPIRIT LEVEL ,1,Erratic,0,1,0,0,0,0
2946,201012,ASS FLORAL PRINT SPIRIT LEVEL ,1,Erratic,1,0,0,0,0,0
2947,201101,ASS FLORAL PRINT SPIRIT LEVEL ,6,Erratic,5,1,0,0,0,0
2948,201102,ASS FLORAL PRINT SPIRIT LEVEL ,2,Erratic,2,0,0,0,0,0
2949,201103,ASS FLORAL PRINT SPIRIT LEVEL ,2,Erratic,2,0,0,0,0,0
2950,201104,ASS FLORAL PRINT SPIRIT LEVEL ,3,Erratic,3,0,0,0,0,0
2951,201105,ASS FLORAL PRINT SPIRIT LEVEL ,2,Erratic,1,1,0,0,0,0
2952,201107,ASS FLORAL PRINT SPIRIT LEVEL ,7,Erratic,6,1,0,0,0,0
2953,201108,ASS FLORAL PRINT SPIRIT LEVEL ,3,Erratic,2,1,0,0,0,0
2954,201109,ASS FLORAL PRINT SPIRIT LEVEL ,8,Erratic,8,0,0,0,0,0
2955,201110,ASS FLORAL PRINT SPIRIT LEVEL ,51,Erratic,51,0,0,0,0,0
2956,201111,ASS FLORAL PRINT SPIRIT LEVEL ,14,Erratic,14,0,0,0,0,0
2957,201001,ASSORTED BOTTLE TOP  MAGNETS ,25,Lumpy,24,1,0,0,0,1
2958,201002,ASSORTED BOTTLE TOP  MAGNETS ,24,Lumpy,24,0,0,0,0,1
2959,201003,ASSORTED BOTTLE TOP  MAGNETS ,1,Lumpy,0,1,0,0,0,1
2960,201005,ASSORTED BOTTLE TOP  MAGNETS ,6,Lumpy,6,0,0,0,0,1
2961,201006,ASSORTED BOTTLE TOP  MAGNETS ,2,Lumpy,0,2,0,0,0,1
2962,201008,ASSORTED BOTTLE TOP  MAGNETS ,121,Lumpy,120,1,0,0,0,1
2963,201009,ASSORTED BOTTLE TOP  MAGNETS ,1,Lumpy,0,1,0,0,0,1
2964,201010,ASSORTED BOTTLE TOP  MAGNETS ,24,Lumpy,24,0,0,0,0,1
2965,201012,ASSORTED BOTTLE TOP  MAGNETS ,256,Lumpy,132,4,0,0,120,1
2966,201101,ASSORTED BOTTLE TOP  MAGNETS ,210,Lumpy,206,4,0,0,0,1
2967,201102,ASSORTED BOTTLE TOP  MAGNETS ,180,Lumpy,174,6,0,0,0,1
2968,201103,ASSORTED BOTTLE TOP  MAGNETS ,325,Lumpy,315,10,0,0,0,1
2969,201104,ASSORTED BOTTLE TOP  MAGNETS ,177,Lumpy,175,2,0,0,0,1
2970,201105,ASSORTED BOTTLE TOP  MAGNETS ,211,Lumpy,192,7,0,0,12,1
2971,201106,ASSORTED BOTTLE TOP  MAGNETS ,265,Lumpy,264,1,0,0,0,1
2972,201107,ASSORTED BOTTLE TOP  MAGNETS ,212,Lumpy,211,1,0,0,0,1
2973,201108,ASSORTED BOTTLE TOP  MAGNETS ,451,Lumpy,420,31,0,0,0,1
2974,201109,ASSORTED BOTTLE TOP  MAGNETS ,97,Lumpy,85,12,0,0,0,1
2975,201110,ASSORTED BOTTLE TOP  MAGNETS ,165,Lumpy,133,20,0,0,12,1
2976,201111,ASSORTED BOTTLE TOP  MAGNETS ,255,Lumpy,177,78,0,0,0,1
2977,201112,ASSORTED BOTTLE TOP  MAGNETS ,54,Lumpy,48,6,0,0,0,1
2978,201002,ASSORTED CAKES FRIDGE MAGNETS,12,Erratic,12,0,0,0,0,0
2979,201101,ASSORTED CAKES FRIDGE MAGNETS,18,Erratic,18,0,0,0,0,0
2980,201104,ASSORTED CAKES FRIDGE MAGNETS,6,Erratic,6,0,0,0,0,0
2981,201107,ASSORTED CAKES FRIDGE MAGNETS,6,Erratic,6,0,0,0,0,0
2982,201110,ASSORTED CAKES FRIDGE MAGNETS,6,Erratic,6,0,0,0,0,0
2983,201111,ASSORTED CAKES FRIDGE MAGNETS,7,Erratic,7,0,0,0,0,0
2984,201005,ASSORTED CHEESE FRIDGE MAGNETS,1,Erratic,1,0,0,0,0,0
2985,201008,ASSORTED CHEESE FRIDGE MAGNETS,6,Erratic,6,0,0,0,0,0
2986,201012,ASSORTED CHEESE FRIDGE MAGNETS,6,Erratic,0,6,0,0,0,0
2987,201101,ASSORTED CHEESE FRIDGE MAGNETS,24,Erratic,24,0,0,0,0,0
2988,201102,ASSORTED CHEESE FRIDGE MAGNETS,78,Erratic,72,6,0,0,0,0
2989,201103,ASSORTED CHEESE FRIDGE MAGNETS,24,Erratic,18,6,0,0,0,0
2990,201104,ASSORTED CHEESE FRIDGE MAGNETS,12,Erratic,0,12,0,0,0,0
2991,201106,ASSORTED CHEESE FRIDGE MAGNETS,6,Erratic,0,6,0,0,0,0
2992,201107,ASSORTED CHEESE FRIDGE MAGNETS,6,Erratic,0,6,0,0,0,0
2993,201108,ASSORTED CHEESE FRIDGE MAGNETS,6,Erratic,0,6,0,0,0,0
2994,201110,ASSORTED CHEESE FRIDGE MAGNETS,42,Erratic,30,12,0,0,0,0
2995,201111,ASSORTED CHEESE FRIDGE MAGNETS,12,Erratic,12,0,0,0,0,0
2996,201003,ASSORTED CIRCULAR MOBILE,2,Erratic,0,2,0,0,0,0
2997,201009,ASSORTED CIRCULAR MOBILE,5,Erratic,5,0,0,0,0,0
2998,201101,ASSORTED CIRCULAR MOBILE,18,Erratic,17,1,0,0,0,0
2999,201102,ASSORTED CIRCULAR MOBILE,53,Erratic,4,0,0,0,49,0
3000,201103,ASSORTED CIRCULAR MOBILE,26,Erratic,26,0,0,0,0,0
3001,201104,ASSORTED CIRCULAR MOBILE,470,Erratic,25,13,0,0,432,0
3002,201105,ASSORTED CIRCULAR MOBILE,10,Erratic,7,3,0,0,0,0
3003,201106,ASSORTED CIRCULAR MOBILE,19,Erratic,0,19,0,0,0,0
3004,201107,ASSORTED CIRCULAR MOBILE,7,Erratic,2,5,0,0,0,0
3005,201109,ASSORTED CIRCULAR MOBILE,19,Erratic,14,4,0,0,1,0
3006,201111,ASSORTED CIRCULAR MOBILE,18,Erratic,13,5,0,0,0,0
3007,201112,ASSORTED CIRCULAR MOBILE,49,Erratic,48,1,0,0,0,0
3008,201001,ASSORTED COLOUR BIRD ORNAMENT,224,Lumpy,216,8,0,0,0,3
3009,201002,ASSORTED COLOUR BIRD ORNAMENT,503,Lumpy,183,0,0,0,320,3
3010,201003,ASSORTED COLOUR BIRD ORNAMENT,48,Lumpy,32,16,0,0,0,3
3011,201005,ASSORTED COLOUR BIRD ORNAMENT,129,Lumpy,129,0,0,0,0,3
3012,201006,ASSORTED COLOUR BIRD ORNAMENT,130,Lumpy,66,16,0,0,48,3
3013,201007,ASSORTED COLOUR BIRD ORNAMENT,271,Lumpy,111,0,0,0,160,3
3014,201008,ASSORTED COLOUR BIRD ORNAMENT,91,Lumpy,83,8,0,0,0,3
3015,201009,ASSORTED COLOUR BIRD ORNAMENT,120,Lumpy,120,0,0,0,0,3
3016,201010,ASSORTED COLOUR BIRD ORNAMENT,152,Lumpy,136,16,0,0,0,3
3017,201012,ASSORTED COLOUR BIRD ORNAMENT,703,Lumpy,663,40,0,0,0,3
3018,201101,ASSORTED COLOUR BIRD ORNAMENT,2007,Lumpy,1719,64,0,0,224,3
3019,201102,ASSORTED COLOUR BIRD ORNAMENT,1942,Lumpy,1642,72,0,0,228,3
3020,201103,ASSORTED COLOUR BIRD ORNAMENT,2400,Lumpy,2212,136,0,0,52,3
3021,201104,ASSORTED COLOUR BIRD ORNAMENT,5561,Lumpy,5125,224,0,0,212,3
3022,201105,ASSORTED COLOUR BIRD ORNAMENT,2564,Lumpy,2192,64,160,0,148,3
3023,201106,ASSORTED COLOUR BIRD ORNAMENT,2203,Lumpy,2087,24,0,0,92,3
3024,201107,ASSORTED COLOUR BIRD ORNAMENT,2256,Lumpy,1846,66,0,0,344,3
3025,201108,ASSORTED COLOUR BIRD ORNAMENT,2463,Lumpy,2223,80,0,0,160,3
3026,201109,ASSORTED COLOUR BIRD ORNAMENT,3953,Lumpy,3853,48,0,0,52,3
3027,201110,ASSORTED COLOUR BIRD ORNAMENT,2820,Lumpy,2475,121,0,0,224,3
3028,201111,ASSORTED COLOUR BIRD ORNAMENT,5129,Lumpy,4837,56,0,0,236,3
3029,201112,ASSORTED COLOUR BIRD ORNAMENT,712,Lumpy,544,8,160,0,0,3
3030,201001,ASSORTED COLOUR LIZARD SUCTION HOOK,24,Erratic,24,0,0,0,0,0
3031,201010,ASSORTED COLOUR LIZARD SUCTION HOOK,48,Erratic,48,0,0,0,0,0
3032,201101,ASSORTED COLOUR LIZARD SUCTION HOOK,170,Erratic,0,0,0,0,170,0
3033,201102,ASSORTED COLOUR LIZARD SUCTION HOOK,24,Erratic,24,0,0,0,0,0
3034,201103,ASSORTED COLOUR LIZARD SUCTION HOOK,7,Erratic,4,0,0,0,3,0
3035,201104,ASSORTED COLOUR LIZARD SUCTION HOOK,49,Erratic,25,0,0,0,24,0
3036,201105,ASSORTED COLOUR LIZARD SUCTION HOOK,85,Erratic,48,0,0,0,37,0
3037,201106,ASSORTED COLOUR LIZARD SUCTION HOOK,45,Erratic,0,0,0,0,45,0
3038,201107,ASSORTED COLOUR LIZARD SUCTION HOOK,33,Erratic,28,0,0,0,5,0
3039,201108,ASSORTED COLOUR LIZARD SUCTION HOOK,67,Erratic,25,0,0,0,42,0
3040,201109,ASSORTED COLOUR LIZARD SUCTION HOOK,16,Erratic,0,0,0,0,16,0
3041,201110,ASSORTED COLOUR LIZARD SUCTION HOOK,92,Erratic,0,24,0,0,68,0
3042,201111,ASSORTED COLOUR LIZARD SUCTION HOOK,288,Erratic,28,0,0,0,260,0
3043,201112,ASSORTED COLOUR LIZARD SUCTION HOOK,51,Erratic,48,0,0,0,3,0
3044,201009,ASSORTED COLOUR METAL CAT ,12,Lumpy,12,0,0,0,0,0
3045,201101,ASSORTED COLOUR METAL CAT ,2,Lumpy,2,0,0,0,0,0
3046,201102,ASSORTED COLOUR METAL CAT ,8,Lumpy,8,0,0,0,0,0
3047,201103,ASSORTED COLOUR METAL CAT ,4,Lumpy,4,0,0,0,0,0
3048,201104,ASSORTED COLOUR METAL CAT ,10,Lumpy,10,0,0,0,0,0
3049,201105,ASSORTED COLOUR METAL CAT ,31,Lumpy,31,0,0,0,0,0
3050,201106,ASSORTED COLOUR METAL CAT ,3,Lumpy,3,0,0,0,0,0
3051,201107,ASSORTED COLOUR METAL CAT ,6,Lumpy,6,0,0,0,0,0
3052,201109,ASSORTED COLOUR METAL CAT ,3,Lumpy,3,0,0,0,0,0
3053,201110,ASSORTED COLOUR METAL CAT ,9,Lumpy,9,0,0,0,0,0
3054,201111,ASSORTED COLOUR METAL CAT ,27,Lumpy,27,0,0,0,0,0
3055,201001,ASSORTED COLOUR MINI CASES,4,Lumpy,3,0,0,0,1,1
3056,201002,ASSORTED COLOUR MINI CASES,28,Lumpy,28,0,0,0,0,1
3057,201003,ASSORTED COLOUR MINI CASES,15,Lumpy,15,0,0,0,0,1
3058,201005,ASSORTED COLOUR MINI CASES,5,Lumpy,5,0,0,0,0,1
3059,201006,ASSORTED COLOUR MINI CASES,7,Lumpy,3,0,0,0,4,1
3060,201007,ASSORTED COLOUR MINI CASES,2,Lumpy,2,0,0,0,0,1
3061,201008,ASSORTED COLOUR MINI CASES,2,Lumpy,2,0,0,0,0,1
3062,201009,ASSORTED COLOUR MINI CASES,18,Lumpy,18,0,0,0,0,1
3063,201010,ASSORTED COLOUR MINI CASES,7,Lumpy,7,0,0,0,0,1
3064,201012,ASSORTED COLOUR MINI CASES,54,Lumpy,53,1,0,0,0,1
3065,201101,ASSORTED COLOUR MINI CASES,121,Lumpy,92,25,0,0,4,1
3066,201102,ASSORTED COLOUR MINI CASES,287,Lumpy,70,1,0,0,216,1
3067,201103,ASSORTED COLOUR MINI CASES,177,Lumpy,122,1,0,0,54,1
